"fips","county_name","state_postal","region","election_date","racetype","tvotes","clinton","obama","edwards","margin","winner","POP05_SQMI","popUnder30_00","pop65up_00","presVote04","kerry04","Bush04","pres04margin","pres04winner","pop06","pop00","hisp06","white06","black06","indian06","asian06","hawaii06","mixed06","pct_less_30k","pct_more_100k","pct_hs_grad","pct_labor_force","pct_homeowner","unempFeb07","unempFeb08","unempChg","pctUnins00","subForPctHomes","poverty05","median_hhi05","Catholic","So.Bapt.Conv","Un.Methodist","E.L.C.A.","Construction","Manufacturing","FinancialActivities","GoodsProducing","ServiceProviding","black06pct","hisp06pct","white06pct","growth"
5079,"Lincoln","AR","S","2/5/08","Primary",1510,1110,337,24,-0.51192053,"clinton",25.6,37.6,11.9,4109,0.522998296,0.467510343,-0.055487953,"kerry",14125,14477,255,9108,4588,49,13,1,111,0.5053,0.036628317,0.65,0.4271,0.7615,8.6,9.4,0.8,17.8,0.1,26.6,32186,0.00897046646425614,0.135247032845708,0.0289125034501794,0,5.106554081,26.43747487,4.624045034,42.23964616,57.76035384,0.324814159292035,0.0180530973451327,0.644814159292035,-2.43144297851765
5081,"Little River","AR","S","2/5/08","Primary",1753,1265,359,61,-0.516828294,"clinton",23.8,27.3,15.1,5294,0.505666793,0.486399698,-0.019267095,"kerry",13074,13626,257,9634,2728,198,25,4,228,0.5088,0.05180591,0.7345,0.6003,0.7651,4.5,4.1,-0.4,18,0,17,33333,0.0134282359847373,0.280525388905195,0.0639125330202524,0,7.070008643,35.34140017,2.558340536,43.92394123,56.07605877,0.208658405996635,0.0196573351690378,0.736882361939728,-4.05107881990313
5083,"Logan","AR","S","2/5/08","Primary",2599,2117,321,80,-0.691035013,"clinton",30.9,27,16,8551,0.393053444,0.593614782,0.200561338,"bush",22903,22512,386,21475,321,164,241,5,311,0.5259,0.036184587,0.6979,0.5596,0.772,5.6,5.3,-0.3,14.5,12.83,19.9,31588,0.134350262385484,0.315796495597261,0.058925553677844,0.00297963177087966,3.666856168,40.22882319,5.564241046,46.88032973,53.11967027,0.0140156311400253,0.0168536872898747,0.937650089507925,1.73685145700071
5085,"Lonoke","AR","S","2/5/08","Primary",5521,4302,980,99,-0.60170259,"clinton",75,30.6,10.4,22030,0.338356786,0.653563323,0.315206537,"bush",62902,53162,1407,56010,4141,277,415,15,637,0.3536,0.063976736,0.7764,0.6691,0.7593,4.8,4.8,0,13.3,0.2,11.5,45012,0.00477019762247293,0.317350647383963,0.0777050049216325,0,10.45801781,13.5270374,6.004603529,28.38843113,71.61156887,0.0658325649422912,0.0223681281994213,0.890432736637945,18.3213573605207
5087,"Madison","AR","S","2/5/08","Primary",2023,1621,309,46,-0.64854177,"clinton",17.5,26.6,14.4,6384,0.379229323,0.606672932,0.227443609,"bush",15361,14292,612,14306,24,181,68,10,160,0.5298,0.034634415,0.6782,0.6121,0.7897,4.7,4.6,-0.1,19.8,0,17.3,33660,0.00372112616724005,0.153338482061363,0.0152355543073791,0,5.640560166,44.04823651,2.96939834,52.03578838,47.96421162,0.00156239828136189,0.0398411561747282,0.931319575548467,7.47970892807164
5089,"Marion","AR","S","2/5/08","Primary",1769,1201,473,63,-0.411531939,"clinton",26.4,22,20,6867,0.378913645,0.600990243,0.222076598,"bush",16931,16175,178,16319,51,128,35,8,212,0.5556,0.03046436,0.7599,0.4974,0.8003,5.8,6.3,0.5,17.8,0,20.1,28531,0.0114622057001239,0.167348203221809,0.0521685254027261,0.014002478314746,2.785827802,48.78003178,6.151257362,52.92137983,47.07862017,0.00301222609414683,0.0105132597011399,0.963853286870238,4.67387944358577
5091,"Miller","AR","S","2/5/08","Primary",3239,2254,883,50,-0.42327879,"clinton",66.4,31,13.1,14678,0.418244993,0.575555253,0.15731026,"bush",43055,40454,786,31112,10110,308,221,6,512,0.4857,0.055318335,0.743,0.5872,0.6794,4.6,4.3,-0.3,17.5,0.03,20.4,32408,0.0506391711791905,0.37346388744653,0.0778132186039611,0,7.784510447,23.37008708,3.910466541,32.39296712,67.60703288,0.234815933108814,0.0182557194286378,0.722610614330507,6.42952489247046
5093,"Mississippi","AR","S","2/5/08","Primary",4047,2762,1170,72,-0.393377811,"clinton",54.1,30.1,12.2,14153,0.53649403,0.432487812,-0.104006218,"kerry",47517,51849,1306,29107,16175,138,224,13,554,0.5404,0.043710187,0.6473,0.586,0.5886,7.7,7.4,-0.3,19.9,0,24,29822,0.0130629677369707,0.422497547086323,0.0549067892802863,0,4.142676304,35.23010331,3.650618645,44.47915391,55.52084609,0.340404486815245,0.0274849001410022,0.612559715470253,-8.35503095527397
5095,"Monroe","AR","S","2/5/08","Primary",1407,887,473,19,-0.29424307,"clinton",16.4,24.4,17.3,3667,0.558767385,0.432506136,-0.126261249,"kerry",9095,10177,150,5224,3556,26,22,2,115,0.6262,0.030930346,0.6378,0.5197,0.6492,8.5,7.1,-1.4,22.2,0,27.5,27334,0.0116052272283987,0.276574995123854,0.0713867758923347,0,1.794128307,6.143530265,5.201159841,16.40086988,83.59913012,0.390984057174272,0.0164925783397471,0.57438152831226,-10.6318168418984
5097,"Montgomery","AR","S","2/5/08","Primary",1090,849,184,32,-0.610091743,"clinton",11.8,24.3,18.9,3958,0.385042951,0.598029308,0.212986357,"bush",9272,9286,370,8572,64,105,45,1,115,0.5262,0.036122178,0.6983,0.5479,0.828,5.6,6.1,0.5,20.1,0,18.5,31822,0.00724716062736614,0.311519740400216,0.0532179556517036,0,7.656746605,16.12250795,6.674371569,29.0956371,70.9043629,0.00690250215703192,0.0399050905953408,0.924503882657463,-0.15076459185871
5099,"Nevada","AR","S","2/5/08","Primary",1364,887,407,35,-0.351906158,"clinton",16.7,28.3,16.1,3477,0.487201611,0.503882657,0.016681047,"bush",9471,9929,256,6033,3070,42,9,0,61,0.5611,0.033802817,0.6908,0.5939,0.748,5.7,6.2,0.5,16.6,0,23.9,28594,0,0.0930185836263184,0.0664992466097439,0,0.786240786,36.80589681,2.751842752,40.85176085,59.14823915,0.324147397318129,0.0270298806884173,0.636997149192271,-4.61275052875415
5101,"Newton","AR","S","2/5/08","Primary",850,653,170,18,-0.568235294,"clinton",10.4,25,14.8,4378,0.343992691,0.634764733,0.290772042,"bush",8411,8639,109,8124,17,48,14,1,98,0.5854,0.02985499,0.7019,0.5425,0.8149,6,6,0,20.3,0,23,27290,0,0.116751858736059,0.0148698884758364,0,NA,Inf,Inf,NA,Inf,0.00202116276304839,0.0129592200689573,0.965878016882654,-2.63919435119806
5103,"Ouachita","AR","S","2/5/08","Primary",3820,2236,1371,94,-0.226439791,"clinton",38,26,16.9,10650,0.48713615,0.501877934,0.014741784,"bush",26710,28702,304,15344,10631,83,107,7,234,0.51,0.03863068,0.7348,0.5605,0.7139,7.9,6.5,-1.4,15.3,0,19.7,31401,0.00816255644320945,0.331712400138937,0.0987495658214658,0,4.38018407,14.86194751,6.249289853,23.85524372,76.14475628,0.398015724447772,0.0113815050542868,0.57446649195058,-6.94028290711449
5105,"Perry","AR","S","2/5/08","Primary",1576,1270,198,60,-0.680203046,"clinton",18.9,27.6,14.8,4431,0.433536448,0.54953735,0.116000903,"bush",10411,10247,155,9840,210,83,17,1,105,0.4821,0.051512878,0.7382,0.586,0.8213,5.5,6,0.5,14.9,0.04,15.5,38604,0.0236066216083848,0.329415221863062,0.0413360760113625,0,8.761449622,11.07128634,8.363201912,26.76224612,73.23775388,0.0201709730093171,0.0148880991259245,0.945154163865143,1.60046842978432
5107,"Phillips","AR","S","2/5/08","Primary",2733,1258,1357,55,0.03622393,"obama",34.7,26,13.9,8868,0.636220117,0.356450158,-0.279769959,"kerry",23331,26277,378,8395,14200,54,130,2,172,0.6076,0.039274302,0.6219,0.5307,0.5628,9,7.9,-1.1,24.3,0,33.7,24141,0.0177349215352619,0.229041406693137,0.0493477027793534,0,2.593248026,7.208004356,5.533623741,18.41818677,81.58181323,0.608632291800609,0.0162016201620162,0.35982169645536,-11.2113254937778
5109,"Pike","AR","S","2/5/08","Primary",1290,1076,99,48,-0.757364341,"clinton",18.3,26.4,17,3367,0.389070389,0.597861598,0.208791209,"bush",10859,11322,592,9637,413,72,28,0,117,0.5382,0.03787035,0.6884,0.5804,0.7864,6.2,6.7,0.5,18.3,0,17.4,31701,0.00822790409625763,0.145359639033885,0.0585685216314253,0,4.621848739,18.58076564,8.807967631,29.50513539,70.49486461,0.0380329680449397,0.0545169905147804,0.887466617552261,-4.0893835011482
5111,"Poinsett","AR","S","2/5/08","Primary",3113,2749,262,64,-0.798907806,"clinton",33.5,28.8,14.3,7723,0.526867797,0.46031335,-0.066554448,"kerry",25086,25626,482,22484,1867,57,30,5,161,0.5523,0.028081436,0.6201,0.5768,0.6685,6.7,6.8,0.1,18.1,0.08,24.1,29121,0.00917467010228781,0.451588974779418,0.0647302256578434,0,1.617055511,20.82059533,6.476267096,30.61946903,69.38053097,0.0744239815036275,0.0192139041696564,0.896276807781233,-2.10723483961601
5113,"Polk","AR","S","2/5/08","Primary",1787,1321,348,61,-0.544487969,"clinton",23.7,26.3,17,7799,0.317091935,0.665726375,0.34863444,"bush",20363,20274,860,18745,80,340,54,13,271,0.578,0.033606151,0.7256,0.5658,0.7839,5.5,5.5,0,21.8,0,20.3,28333,0.0379652973453952,0.302684265163874,0.0541796430866578,0,3.766284019,26.13826906,4.591770927,34.21256288,65.78743712,0.00392869420026519,0.0422334626528508,0.920542159799637,0.4389858932623
5115,"Pope","AR","S","2/5/08","Primary",4321,3346,736,138,-0.604026846,"clinton",68.3,32.5,12.7,20902,0.339680413,0.651325232,0.311644819,"bush",57671,54493,2441,51915,1719,354,523,10,709,0.4644,0.056250906,0.7745,0.6205,0.712,5.2,4.9,-0.3,15.3,0,16.6,33089,0.0380032679138593,0.16172501790009,0.0549854045420331,0,5.363262509,21.61440484,3.708304775,29.20379255,70.79620745,0.029807008721888,0.0423262991798304,0.900192471085988,5.83194171728478
5117,"Prairie","AR","S","2/5/08","Primary",1323,1101,163,38,-0.708994709,"clinton",13.5,25.9,17.3,3624,0.431015453,0.560154525,0.129139073,"bush",8927,9511,117,7376,1338,35,14,0,47,0.5001,0.04109589,0.6824,0.5655,0.7275,6.7,5.9,-0.8,13.2,0,18.6,32712,0.0232728797567879,0.203899779851137,0.0840758989411888,0,0,0,5.982115325,32.37742831,67.62257169,0.149882379298757,0.013106306709981,0.82625742130615,-6.1402586478814
5119,"Pulaski","AR","S","2/5/08","Primary",54260,30328,22897,470,-0.136951714,"clinton",464.9,32.7,11.5,153620,0.550266892,0.442019268,-0.108247624,"kerry",367319,361707,13256,215614,125623,1892,6063,256,4615,0.3886,0.099627108,0.8437,0.6649,0.6088,5,4.8,-0.2,14.5,0.14,14.5,40629,0.0814553743837731,0.221686760320244,0.0913150046753017,0.00106784996984569,5.482948609,7.644848095,8.245569226,13.48637182,86.51362818,0.341999733201931,0.0360885225104065,0.586993866366836,1.55153204112721
5121,"Randolph","AR","S","2/5/08","Primary",2565,2224,221,65,-0.780896686,"clinton",28.3,27.1,17,6667,0.511774411,0.473676316,-0.038098095,"kerry",18448,18178,252,17654,211,101,30,2,198,0.5323,0.032,0.6924,0.5704,0.7454,7.3,9.5,2.2,15.8,0,17.8,30439,0.0920032976092333,0.239956031876889,0.0273151964825502,0,2.592087312,19.80900409,4.34743065,24.58390177,75.41609823,0.011437554206418,0.0136600173460538,0.956960104076323,1.48531191550225
5123,"Saint Francis","AR","S","2/5/08","Primary",3167,1602,1504,25,-0.030944111,"clinton",44.6,31.2,11.9,9588,0.592824364,0.3978932,-0.194931164,"kerry",27535,29285,1454,12010,13636,66,176,3,190,0.566,0.039892291,0.6515,0.5068,0.6322,9.2,10.4,1.2,22.6,0,30,27732,0.00641003784650005,0.267175832793481,0.04739336492891,0,4.438930245,13.99503722,5.150261924,21.38957816,78.61042184,0.495224260032686,0.0528055202469584,0.436172144543308,-5.97575550623186
5125,"Saline","AR","S","2/5/08","Primary",11697,9230,2022,232,-0.616226383,"clinton",127.1,29.8,12.5,39376,0.359432141,0.63145063,0.272018488,"bush",94024,83951,2029,86569,3490,431,605,22,878,0.3128,0.068336843,0.8233,0.6461,0.807,4.7,4.4,-0.3,9.5,0.14,9.3,48487,0.0206993978139329,0.177794538423781,0.0606495947515234,0,11.75079331,11.43347064,4.586396515,23.38924256,76.61075744,0.0371181825916787,0.0215795966987152,0.920711733174509,11.9986658884349
5127,"Scott","AR","S","2/5/08","Primary",1556,1145,212,99,-0.599614396,"clinton",12.4,27.9,14.7,4038,0.364784547,0.622585438,0.257800892,"bush",11415,11011,839,9826,47,194,324,8,177,0.5635,0.02626123,0.6537,0.5807,0.7421,5,4.8,-0.2,21.8,0,21.9,27641,0.0112768279374318,0.321571480538378,0.0352855583848672,0,2.039400666,45.82408435,3.218645949,55.54938957,44.45061043,0.0041173893999124,0.0734997809899255,0.860797196671047,3.66905821451275
5129,"Searcy","AR","S","2/5/08","Primary",635,531,84,10,-0.703937008,"clinton",11.6,24.3,19.2,3992,0.343186373,0.64253507,0.299348697,"bush",8075,8276,101,7775,10,63,17,1,108,0.6482,0.01726578,0.6802,0.4926,0.7769,6,6.1,0.1,25.8,0,21.8,23734,0,0.182544486139693,0.0296574264616874,0,0,23.01706827,7.580321285,28.63955823,71.36044177,0.00123839009287926,0.0125077399380805,0.962848297213622,-2.42870952150798
5131,"Sebastian","AR","S","2/5/08","Primary",9533,7024,2121,211,-0.514318682,"clinton",218.3,31,13,44211,0.372735292,0.61756124,0.244825948,"bush",120322,115557,12391,91334,7890,1804,4253,50,2600,0.4382,0.072285437,0.7658,0.6315,0.6355,5.8,5,-0.8,16.1,0.12,16,35765,0.0864683543203761,0.319255068609815,0.0852604044459508,0.00291124610023377,4.291480041,27.93916425,3.852931043,34.88014963,65.11985037,0.0655740429846578,0.102981998304549,0.759079802529878,4.12350614848083
5133,"Sevier","AR","S","2/5/08","Primary",1344,1080,179,38,-0.670386905,"clinton",27.6,30.9,13.2,4601,0.442295153,0.546837644,0.104542491,"bush",16297,15748,4475,10584,719,281,36,6,196,0.4971,0.038360483,0.646,0.6017,0.7418,4.7,4,-0.7,23.4,0,19.6,33200,0.0705718093545726,0.295297328171606,0.0679063273465761,0.00203084343466396,2.911147903,47.17163355,4.139072848,55.51186534,44.48813466,0.0441185494262748,0.27459041541388,0.649444683070504,3.48615697231394
5135,"Sharp","AR","S","2/5/08","Primary",2499,2065,316,62,-0.699879952,"clinton",28.6,22.8,23.6,7470,0.43708166,0.548460509,0.111378849,"bush",17963,17182,249,17204,125,124,29,2,230,0.593,0.036647767,0.7293,0.4638,0.8011,7.4,8.5,1.1,20.3,0,21.6,25875,0.0547929201472049,0.203750219054851,0.0662421870436357,0.00508207255096676,6.738632646,0,8.83218842,13.06291571,86.93708429,0.00695874853866281,0.0138618270890163,0.957746478873239,4.54545454545454
5139,"Union","AR","S","2/5/08","Primary",3640,2244,1254,63,-0.271978022,"clinton",42.4,27.5,16.1,17832,0.39653432,0.588941229,0.192406909,"bush",44170,45575,733,28104,14543,104,321,3,362,0.5028,0.053517839,0.7451,0.5677,0.7285,7.1,6.7,-0.4,14.6,0,18.8,33146,0.013741261040128,0.396896710425387,0.0878827061737053,0,7.964860337,27.79812225,4.133390471,38.74323113,61.25676887,0.329250622594521,0.0165949739642291,0.636268960833145,-3.08283049917718
5143,"Washington","AR","S","2/5/08","Primary",17465,12028,5019,208,-0.40131692,"clinton",191.1,38.4,9.9,64103,0.430510273,0.55732181,0.126811538,"bush",186521,158733,24051,146595,5233,2338,3894,1346,3064,0.4278,0.067394447,0.7951,0.6829,0.5943,4.2,4.2,0,16.7,0.14,15.2,39788,0.0627397520844561,0.215997210157563,0.064508765811749,0.0037092223314206,7.077436531,19.08547019,5.23589332,26.80024967,73.19975033,0.0280558221326285,0.128945266216673,0.785943673902671,17.5061266403331
5145,"White","AR","S","2/5/08","Primary",6316,5181,872,127,-0.682235592,"clinton",66.7,33,13.8,26425,0.345468307,0.643368023,0.297899716,"bush",72560,67416,1973,66069,3027,335,274,27,855,0.4635,0.049924477,0.7288,0.6266,0.7295,7.3,7.1,-0.2,15.7,0,16.6,36407,0.0106156480309685,0.191930320851634,0.06422988163478,0,6.510614414,13.65017003,4.70632903,23.08593879,76.91406121,0.0417171995589857,0.0271912899669239,0.910542998897464,7.63023614572209
5147,"Woodruff","AR","S","2/5/08","Primary",1428,1114,271,27,-0.590336134,"clinton",14.9,25.9,16.7,3026,0.651685393,0.337409121,-0.314276272,"kerry",7905,8694,73,5382,2342,20,7,10,71,0.6224,0.025021085,0.6064,0.5594,0.6562,11.1,8.9,-2.2,19.8,0,30,26789,0.0115547420203638,0.362086717766846,0.0846585058917744,0,4.314544189,23.12688471,4.500115982,36.88239388,63.11760612,0.296268184693232,0.00923466160657812,0.680834914611006,-9.0752242926156
5149,"Yell","AR","S","2/5/08","Primary",2178,1826,257,53,-0.720385675,"clinton",23.6,29.9,15,6659,0.437453071,0.552335185,0.114882114,"bush",21834,21181,3917,16976,338,116,248,1,238,0.5136,0.038982407,0.641,0.588,0.7292,4.8,4.4,-0.4,20.7,0.1,17.2,31580,0.0175504990775344,0.202043616065093,0.0568617247741142,0,6.737610592,50.15158077,3.786425787,61.00352657,38.99647343,0.0154804433452414,0.179399102317486,0.777502977008336,3.08295170199708
6001,"Alameda","CA","W","2/5/08","Primary",264761,116306,136618,8612,0.076718248,"obama",2040.3,35.2,10.2,562090,0.751810208,0.232900425,-0.518909783,"kerry",1457426,1450738,312426,546221,190267,5056,350786,10105,42565,0.2576,0.222134188,0.8236,0.653,0.547,4.5,5.1,0.6,13.9,0.39,11.8,60937,0.212252059060455,0.0156011362148751,0.0066043701744288,0.00535691651064838,7.771885555,12.64022246,5.738760848,20.58877851,79.41122149,0.13055002449524,0.2143683452882,0.374784723203785,0.46100674277505
6003,"Alpine","CA","W","2/5/08","Primary",232,87,127,10,0.172413793,"obama",1.7,28.4,9.9,701,0.532097004,0.443651926,-0.088445078,"kerry",1180,1207,99,832,8,195,4,2,40,0.3659,0.097560976,0.8833,0.6941,0.6791,4.2,5.2,1,21,0,16.6,45283,0,0,0,0,0,0,0,10.32565528,89.67434472,0.00677966101694915,0.0838983050847458,0.705084745762712,-2.23695111847556
6005,"Amador","CA","W","2/5/08","Primary",5826,2948,2165,521,-0.134397528,"clinton",62.5,24.7,18,17891,0.365602817,0.620814935,0.255212118,"bush",38941,35194,3780,31742,1518,589,509,29,774,0.3385,0.107369908,0.8397,0.4892,0.754,6.2,7.2,1,13.5,2.1,10,52078,0.103019943019943,0.0155270655270655,0.0169230769230769,0.0082051282051282,7.138561979,9.238897002,4.050339318,23.06073361,76.93926639,0.0389820497675971,0.0970699262987597,0.815130582162759,10.6467011422402
6007,"Butte","CA","W","2/5/08","Primary",25694,11550,11324,2163,-0.008795828,"clinton",129,31.4,15.8,96157,0.441444721,0.537267178,0.095822457,"bush",215881,203808,25948,168272,3170,3705,8974,408,5404,0.4719,0.067399654,0.8226,0.5682,0.6075,6.9,7.8,0.9,18.4,1.66,19.2,36303,0.0958945912556418,0.00975532925466725,0.00886445408055283,0.0053058753463831,6.532771839,6.762228701,7.031638052,18.05960479,81.94039521,0.0146840157308888,0.120195848638833,0.779466465321172,5.92371251373842
6009,"Calaveras","CA","W","2/5/08","Primary",5758,2895,2171,541,-0.125738104,"clinton",42.3,19.7,18.2,22343,0.370854406,0.608736517,0.237882111,"bush",47722,40731,4451,40328,440,688,536,43,1236,0.363,0.101465135,0.857,0.5397,0.7872,6.8,7.9,1.1,14.4,0,10.5,47639,0.0864526310598215,0.0083345662573359,0,0.00327957784682152,18.6001142,6.442710316,4.734488009,26.61305672,73.38694328,0.00922006621683919,0.0932693516617074,0.845060978165207,17.1638309886818
6011,"Colusa","CA","W","2/5/08","Primary",1730,964,576,139,-0.224277457,"clinton",17,29.8,11.4,6166,0.315763866,0.671748297,0.355984431,"bush",21272,18842,10631,9327,177,350,431,72,284,0.4123,0.062818615,0.6401,0.5946,0.6326,18.1,18.9,0.8,25.1,3.2,14.2,39186,0.173101467772814,0.0212188895979579,0.0221229525632844,0,2.176851722,17.41015243,2.288724188,61.84682795,38.15317205,0.00832079729221512,0.499764949229033,0.438463708160963,12.8967200934083
6013,"Contra Costa","CA","W","2/5/08","Primary",166298,82978,73532,7475,-0.056801645,"clinton",1388.7,29.7,11.3,413028,0.622848814,0.364643559,-0.258205255,"kerry",1024319,953769,224134,535739,92586,4029,134320,4092,29419,0.2023,0.26723322,0.8691,0.6552,0.6928,4.5,5.2,0.7,12.3,0.65,8.1,69463,0.215078582148699,0.0081986391460515,0.00787086221142982,0.0070108429874707,9.708177891,6.937552434,9.799100369,17.24738054,82.75261946,0.0903878576888645,0.218812694092368,0.523019684297568,7.39696928711249
6015,"Del Norte","CA","W","2/5/08","Primary",2645,1277,1048,243,-0.08657845,"clinton",28,31.5,12.5,9421,0.413119626,0.568517143,0.155397516,"bush",28893,27483,4419,19742,1271,1724,755,35,947,0.5046,0.057811649,0.7164,0.4661,0.6381,7.5,8.2,0.7,19.8,0,22.5,32724,0.203584542116552,0.0181408368778856,0.0167593703420947,0,4.679770023,2.894772028,4.33881535,16.75357668,83.24642332,0.04398989374589,0.152943619561832,0.683279687121448,5.13044427464251
6017,"El Dorado","CA","W","2/5/08","Primary",20229,9378,8752,1667,-0.030945672,"clinton",97.3,25,12.4,86364,0.373326849,0.612269001,0.238942152,"bush",178066,157210,18658,146270,1566,1574,5819,232,3947,0.2618,0.171690983,0.8907,0.6486,0.7471,5.2,6.3,1.1,13.4,0.39,7.4,62199,0.141267698449766,0.00554706044184544,0.0110173449606203,0.00326937472408653,13.10967354,5.40995938,8.176621032,19.8856627,80.1143373,0.00879449192995855,0.104781373198702,0.821436995271416,13.2663316582915
6019,"Fresno","CA","W","2/5/08","Primary",58291,34320,19352,3442,-0.256780635,"clinton",145.7,32.5,9.9,247463,0.416846155,0.573774665,0.156928511,"bush",891756,802273,424678,324485,45148,6887,76479,927,13152,0.4321,0.086027066,0.6752,0.5985,0.5648,9.5,10.6,1.1,25.2,0.48,20.8,41390,0.290921895855303,0.0280608000680504,0.00672998860405275,0.00829364766633267,6.864932786,9.634845153,4.967015826,36.64005546,63.35994454,0.0506281987449482,0.476226680840948,0.363871956005903,11.1536845936483
6021,"Glenn","CA","W","2/5/08","Primary",2705,1361,916,350,-0.164510166,"clinton",20.7,28.3,13,9454,0.316797123,0.667230802,0.350433679,"bush",28061,26458,9402,16695,143,486,831,24,480,0.4746,0.047624225,0.6846,0.6004,0.6398,10.7,10.5,-0.2,24,0,17.5,35707,0.253959853324765,0.0294484557517106,0.0180319812497637,0.00990435867387442,6.030653043,10.07330076,2.543314083,45.45757441,54.54242559,0.00509604076832615,0.335055771355262,0.594953850539895,6.05865900672764
6023,"Humboldt","CA","W","2/5/08","Primary",18443,7082,9887,954,0.152090224,"obama",36.3,32,12.5,65886,0.576571654,0.390280181,-0.186291473,"kerry",128330,126343,9858,102855,1269,7059,2486,273,4530,0.4807,0.058202401,0.8491,0.6036,0.5762,6.1,6.9,0.8,17.1,0,16.5,33923,0.201710428555621,0.0209614442213756,0.00591220221628543,0.0114450117769804,7.060611268,8.731242707,5.300433261,20.79289416,79.20710584,0.00988856853424764,0.0768175796773942,0.801488350346762,1.57270288025455
6025,"Imperial","CA","W","2/5/08","Primary",7973,5355,2192,272,-0.396713909,"clinton",34.3,32.7,10,34274,0.524129077,0.463616736,-0.060512342,"kerry",160301,142545,121366,27694,5452,1797,3059,96,837,0.4749,0.071539066,0.5904,0.4937,0.5833,14.1,15.9,1.8,32.1,1.05,21.3,35085,0.516117475994128,0.0224429443457127,0.00466419876230147,0,5.381084042,6.785260925,3.729111239,32.88208392,67.11791608,0.0340110167746926,0.757113180828566,0.172762490564625,12.4564172717387
6027,"Inyo","CA","W","2/5/08","Primary",2026,911,839,206,-0.035538006,"clinton",1.8,21,19.1,8616,0.388811513,0.590877437,0.202065924,"bush",17980,17926,2961,12515,35,1757,238,15,459,0.4331,0.084451974,0.8233,0.6012,0.6588,5.1,6,0.9,16.5,0,11.6,39911,0.429200334354974,0.00796879353580385,0.0288102535525216,0,6.328755486,4.162537166,3.263485771,11.60271839,88.39728161,0.00194660734149054,0.1646829810901,0.696051167964405,0.301238424634609
6029,"Kern","CA","W","2/5/08","Primary",58140,33188,19327,4266,-0.238407293,"clinton",90.1,32.3,9.4,211174,0.324864803,0.664935077,0.340070274,"bush",780117,663864,352415,335434,43846,6565,29280,986,11591,0.4282,0.083123389,0.6847,0.5651,0.6214,8.8,10,1.2,23.4,0.75,20.8,40146,0.254600276583364,0.0435928632423732,0.00642489552554618,0.00349432097272707,7.959572682,5.744036188,3.843297913,41.10172264,58.89827736,0.0562043898543424,0.451746340613011,0.429979092879658,17.5115686345396
6031,"Kings","CA","W","2/5/08","Primary",8954,5303,2817,635,-0.277641278,"clinton",102.7,38.9,7.4,32110,0.337371535,0.654095297,0.316723762,"bush",146153,129835,69651,56676,11179,1421,4765,248,2213,0.4144,0.075053008,0.6883,0.511,0.5593,10.5,11,0.5,24.2,0.36,20.6,40433,0.289986945875592,0.0092692007631642,0.00540703377851245,0.00167618047133886,3.999309939,16.65381259,3.336648333,51.29792373,48.70207627,0.0764883375640596,0.476562232728716,0.387785402968122,12.5682597142527
6033,"Lake","CA","W","2/5/08","Primary",8694,4789,3083,624,-0.196227283,"clinton",46.6,21.8,19.5,24719,0.531615357,0.448764109,-0.082851248,"kerry",65933,58606,9848,50608,1439,1657,774,89,1518,0.5056,0.054536358,0.7727,0.5016,0.7053,8.3,9.6,1.3,19.3,0.1,18.3,34874,0.191051124183231,0.0199797629868459,0.0144060093639061,0.00216090140458591,6.716252834,2.776088038,3.580711165,22.4160814,77.5839186,0.0218251861738431,0.14936374804726,0.767567075667723,12.5021328874177
6035,"Lassen","CA","W","2/5/08","Primary",2708,1124,1134,357,0.003692762,"obama",7.2,39,9,11450,0.27580786,0.709694323,0.433886463,"bush",34715,33769,5095,24119,3253,1059,345,160,684,0.4168,0.065738914,0.7965,0.4106,0.6807,10.3,10.8,0.5,16.6,0,16.9,41423,0.0489239683102755,0.0102282133144141,0.00685822395648575,0,5.838141512,0.64530823,4.152748254,18.34193744,81.65806256,0.0937058908252917,0.146766527437707,0.694771712516203,2.80138588646393
6037,"Los Angeles","CA","W","2/5/08","Primary",1271094,699743,525862,26896,-0.136796334,"clinton",2446.5,35.2,9.7,3023280,0.631015321,0.355979268,-0.275036054,"kerry",9948081,9547850,4706994,2900342,879401,25304,1273057,24259,138724,0.3584,0.15104683,0.699,0.6054,0.4786,4.7,5.5,0.8,22.6,0.45,16.2,48166,0.399857322011258,0.0117270759794431,0.00574367671365383,0.00340443841788158,4.444244945,12.31602942,6.777913198,17.11043336,82.88956664,0.0883990590748105,0.473155978524903,0.291547887476992,4.19184423718428
6039,"Madera","CA","W","2/5/08","Primary",10774,6020,3592,885,-0.225357342,"clinton",63.3,31.3,11,38850,0.347001287,0.64018018,0.293178893,"bush",146345,123675,72042,61543,5528,2006,2589,208,2429,0.4102,0.081558815,0.6539,0.5353,0.6624,8,9.7,1.7,25.1,0.48,18.3,44655,0.194421203973714,0.0130291042896945,0.00455693734820362,0.00639270890024287,6.246682799,9.165819562,2.230958143,46.83572772,53.16427228,0.0377737538009498,0.492275103351669,0.420533670436298,18.330301192642
