SportName,Gender,PSAL Program Name,PSAL Code,Season,League,Cost
SOFTBALL GIRLS VARSITY,Girls,Christopher Columbus Campus,11503,S,PSAL," $	12,414.75 "
TENNIS BOYS VARSITY,Boys,Christopher Columbus Campus,11503,S,PSAL," $	5,748.02 "
TENNIS GIRLS VARSITY,Girls,Christopher Columbus Campus,11503,F,PSAL," $	5,719.69 "
VOLLEYBALL BOYS VARSITY,Boys,Christopher Columbus Campus,11503,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS VARSITY,Girls,Christopher Columbus Campus,11503,F,PSAL," $	7,447.78 "
RUGBY BOYS VARSITY,Boys,Civic Leadership Academy,24293,S,PSAL," $	7,313.36 "
RUGBY GIRLS VARSITY,Girls,Civic Leadership Academy,24293,S,PSAL," $	7,132.98 "
BASKETBALL BOYS VARSITY,Boys,Clara Barton,17549,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Clara Barton,17549,W,PSAL," $	14,033.29 "
BOWLING BOYS VARSITY,Boys,Clara Barton,17549,F,PSAL," $	5,697.40 "
CRICKET COED VARSITY,Coed,Clara Barton,17549,S,PSAL," $	8,765.35 "
CROSS COUNTRY BOYS,Boys,Clara Barton,17549,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,Clara Barton,17549,F,PSAL," $	6,161.29 "
INDOOR TRACK BOYS,Boys,Clara Barton,17549,W,PSAL," $	8,950.18 "
INDOOR TRACK GIRLS,Girls,Clara Barton,17549,W,PSAL," $	8,936.68 "
OUTDOOR TRACK BOYS,Boys,Clara Barton,17549,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,Clara Barton,17549,S,PSAL," $	8,302.65 "
SOFTBALL GIRLS VARSITY,Girls,Clara Barton,17549,S,PSAL," $	12,414.75 "
VOLLEYBALL GIRLS VARSITY,Girls,Clara Barton,17549,F,PSAL," $	7,447.78 "
BASEBALL BOYS VARSITY,Boys,Cobble Hill School of American Studies,15569,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,Cobble Hill School of American Studies,15569,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,Cobble Hill School of American Studies,15569,W,PSAL," $	14,011.52 "
BASKETBALL BOYS VARSITY,Boys,Columbia Secondary School,05362,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Columbia Secondary School,05362,W,PSAL," $	14,033.29 "
CROSS COUNTRY BOYS,Boys,Columbia Secondary School,05362,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,Columbia Secondary School,05362,F,PSAL," $	6,161.29 "
RUGBY BOYS VARSITY,Boys,Columbia Secondary School,05362,S,PSAL," $	7,313.36 "
RUGBY GIRLS VARSITY,Girls,Columbia Secondary School,05362,S,PSAL," $	7,132.98 "
VOLLEYBALL GIRLS VARSITY,Girls,Columbia Secondary School,05362,F,PSAL," $	7,447.78 "
BASEBALL BOYS VARSITY,Boys,Community Health Academy of the Heights,06346,S,PSAL," $	12,672.16 "
BASKETBALL BOYS VARSITY,Boys,Community Health Academy of the Heights,06346,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Community Health Academy of the Heights,06346,W,PSAL," $	14,033.29 "
CROSS COUNTRY BOYS,Boys,Community Health Academy of the Heights,06346,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,Community Health Academy of the Heights,06346,F,PSAL," $	6,161.29 "
GOLF COED VARSITY,Coed,Community Health Academy of the Heights,06346,S,PSAL," $	5,777.33 "
SOFTBALL GIRLS VARSITY,Girls,Community Health Academy of the Heights,06346,S,PSAL," $	12,414.75 "
BASEBALL BOYS VARSITY,Boys,CSIHS/McCown,31545,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,CSIHS/McCown,31545,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,CSIHS/McCown,31545,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,CSIHS/McCown,31545,W,PSAL," $	14,033.29 "
CROSS COUNTRY BOYS,Boys,CSIHS/McCown,31545,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,CSIHS/McCown,31545,F,PSAL," $	6,161.29 "
FENCING BOYS VARSITY,Boys,CSIHS/McCown,31545,F,PSAL," $	6,283.40 "
FENCING GIRLS VARSITY,Girls,CSIHS/McCown,31545,S,PSAL," $	6,315.37 "
FLAG FOOTBALL GIRLS VARSITY,Girls,CSIHS/McCown,31545,S,PSAL," $	6,744.26 "
INDOOR TRACK BOYS,Boys,CSIHS/McCown,31545,W,PSAL," $	8,950.18 "
INDOOR TRACK GIRLS,Girls,CSIHS/McCown,31545,W,PSAL," $	8,936.68 "
OUTDOOR TRACK BOYS,Boys,CSIHS/McCown,31545,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,CSIHS/McCown,31545,S,PSAL," $	8,302.65 "
SOCCER BOYS VARSITY,Boys,CSIHS/McCown,31545,F,PSAL," $	9,606.82 "
SOCCER GIRLS VARSITY,Girls,CSIHS/McCown,31545,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS VARSITY,Girls,CSIHS/McCown,31545,S,PSAL," $	12,414.75 "
TENNIS BOYS VARSITY,Boys,CSIHS/McCown,31545,S,PSAL," $	5,748.02 "
TENNIS GIRLS VARSITY,Girls,CSIHS/McCown,31545,F,PSAL," $	5,719.69 "
VOLLEYBALL GIRLS VARSITY,Girls,CSIHS/McCown,31545,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,CSIHS/McCown,31545,W,PSAL," $	9,242.15 "
WRESTLING GIRLS VARSITY,Girls,CSIHS/McCown,31545,S,PSAL," $	9,242.15 "
BASEBALL BOYS JR. VARSITY,Boys,Curtis,31501,S,PSAL," $	5,522.50 "
BASEBALL BOYS VARSITY,Boys,Curtis,31501,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,Curtis,31501,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,Curtis,31501,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS JR. VARSITY,Girls,Curtis,31501,W,PSAL," $	8,768.04 "
BASKETBALL GIRLS VARSITY,Girls,Curtis,31501,W,PSAL," $	14,033.29 "
BOWLING BOYS VARSITY,Boys,Curtis,31501,F,PSAL," $	5,697.40 "
BOWLING GIRLS VARSITY,Girls,Curtis,31501,F,PSAL," $	5,710.03 "
CROSS COUNTRY BOYS,Boys,Curtis,31501,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,Curtis,31501,F,PSAL," $	6,161.29 "
DOUBLE DUTCH COED VARSITY,Coed,Curtis,31501,S,PSAL," $	6,708.90 "
FOOTBALL BOYS JR. VARSITY,Boys,Curtis,31501,F,PSAL," $	11,761.71 "
FOOTBALL BOYS VARSITY,Boys,Curtis,31501,F,PSAL," $	30,931.65 "
GOLF COED VARSITY,Coed,Curtis,31501,S,PSAL," $	5,777.33 "
GOLF GIRLS VARSITY,Girls,Curtis,31501,F,PSAL," $	5,858.70 "
GYMNASTICS GIRLS VARSITY,Girls,Curtis,31501,W,PSAL," $	11,452.17 "
HANDBALL BOYS VARSITY,Boys,Curtis,31501,S,PSAL," $	5,700.79 "
HANDBALL GIRLS VARSITY,Girls,Curtis,31501,S,PSAL," $	5,744.56 "
INDOOR TRACK BOYS,Boys,Curtis,31501,W,PSAL," $	8,950.18 "
INDOOR TRACK GIRLS,Girls,Curtis,31501,W,PSAL," $	8,936.68 "
LACROSSE BOYS JR. VARSITY,Boys,Curtis,31501,S,PSAL," $	5,624.82 "
LACROSSE BOYS VARSITY,Boys,Curtis,31501,S,PSAL," $	10,482.77 "
LACROSSE GIRLS JUNIOR VARSITY,Girls,Curtis,31501,S,PSAL," $	5,624.82 "
LACROSSE GIRLS VARSITY,Girls,Curtis,31501,S,PSAL," $	10,461.56 "
OUTDOOR TRACK BOYS,Boys,Curtis,31501,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,Curtis,31501,S,PSAL," $	8,302.65 "
RUGBY GIRLS VARSITY,Girls,Curtis,31501,S,PSAL," $	7,132.98 "
SOCCER BOYS VARSITY,Boys,Curtis,31501,F,PSAL," $	9,606.82 "
SOCCER GIRLS VARSITY,Girls,Curtis,31501,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS JR. VARSITY,Girls,Curtis,31501,S,PSAL," $	6,786.62 "
SOFTBALL GIRLS VARSITY,Girls,Curtis,31501,S,PSAL," $	12,414.75 "
SWIMMING BOYS VARSITY,Boys,Curtis,31501,W,PSAL," $	8,865.73 "
SWIMMING GIRLS VARSITY,Girls,Curtis,31501,F,PSAL," $	8,847.91 "
TENNIS BOYS VARSITY,Boys,Curtis,31501,S,PSAL," $	5,748.02 "
TENNIS GIRLS VARSITY,Girls,Curtis,31501,F,PSAL," $	5,719.69 "
VOLLEYBALL BOYS VARSITY,Boys,Curtis,31501,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS JR. VARSITY,Girls,Curtis,31501,F,PSAL," $	5,223.27 "
VOLLEYBALL GIRLS VARSITY,Girls,Curtis,31501,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,Curtis,31501,W,PSAL," $	9,242.15 "
WRESTLING GIRLS VARSITY,Girls,Curtis,31501,S,PSAL," $	9,242.15 "
STUNT COED VARSITY,Coed,Democracy Prep Charter High School,05653,S,PSAL," $	6,562.93 "
TENNIS GIRLS VARSITY,Girls,Democracy Prep Charter High School,05653,F,PSAL," $	5,719.69 "
BASEBALL BOYS VARSITY,Boys,Dewitt Clinton,10505,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,Dewitt Clinton,10505,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,Dewitt Clinton,10505,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Dewitt Clinton,10505,W,PSAL," $	14,033.29 "
BOWLING GIRLS VARSITY,Girls,Dewitt Clinton,10505,F,PSAL," $	5,710.03 "
CRICKET COED VARSITY,Coed,Dewitt Clinton,10505,S,PSAL," $	8,765.35 "
CROSS COUNTRY BOYS,Boys,Dewitt Clinton,10505,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,Dewitt Clinton,10505,F,PSAL," $	6,161.29 "
FLAG FOOTBALL GIRLS VARSITY,Girls,Dewitt Clinton,10505,S,PSAL," $	6,744.26 "
FOOTBALL BOYS JR. VARSITY,Boys,Dewitt Clinton,10505,F,PSAL," $	11,761.71 "
FOOTBALL BOYS VARSITY,Boys,Dewitt Clinton,10505,F,PSAL," $	30,931.65 "
GYMNASTICS GIRLS VARSITY,Girls,Dewitt Clinton,10505,W,PSAL," $	11,452.17 "
HANDBALL GIRLS VARSITY,Girls,Dewitt Clinton,10505,S,PSAL," $	5,744.56 "
INDOOR TRACK BOYS,Boys,Dewitt Clinton,10505,W,PSAL," $	8,950.18 "
INDOOR TRACK GIRLS,Girls,Dewitt Clinton,10505,W,PSAL," $	8,936.68 "
OUTDOOR TRACK BOYS,Boys,Dewitt Clinton,10505,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,Dewitt Clinton,10505,S,PSAL," $	8,302.65 "
SOCCER BOYS VARSITY,Boys,Dewitt Clinton,10505,F,PSAL," $	9,606.82 "
SOCCER GIRLS VARSITY,Girls,Dewitt Clinton,10505,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS JR. VARSITY,Girls,Dewitt Clinton,10505,S,PSAL," $	6,786.62 "
SOFTBALL GIRLS VARSITY,Girls,Dewitt Clinton,10505,S,PSAL," $	12,414.75 "
SWIMMING BOYS VARSITY,Boys,Dewitt Clinton,10505,W,PSAL," $	8,865.73 "
SWIMMING GIRLS VARSITY,Girls,Dewitt Clinton,10505,F,PSAL," $	8,847.91 "
TENNIS BOYS VARSITY,Boys,Dewitt Clinton,10505,S,PSAL," $	5,748.02 "
TENNIS GIRLS VARSITY,Girls,Dewitt Clinton,10505,F,PSAL," $	5,719.69 "
VOLLEYBALL BOYS VARSITY,Boys,Dewitt Clinton,10505,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS VARSITY,Girls,Dewitt Clinton,10505,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,Dewitt Clinton,10505,W,PSAL," $	9,242.15 "
BADMINTON BOYS VARSITY,Boys,Dr. Susan S. Mckinney School of Art,13866,F,PSAL," $	5,965.74 "
BASKETBALL BOYS VARSITY,Boys,Dr. Susan S. Mckinney School of Art,13866,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Dr. Susan S. Mckinney School of Art,13866,W,PSAL," $	14,033.29 "
CROSS COUNTRY BOYS,Boys,Dr. Susan S. Mckinney School of Art,13866,F,PSAL," $	6,181.42 "
DOUBLE DUTCH COED VARSITY,Coed,Dr. Susan S. Mckinney School of Art,13866,S,PSAL," $	6,708.90 "
STUNT COED VARSITY,Coed,Dr. Susan S. Mckinney School of Art,13866,S,PSAL," $	6,562.93 "
BASKETBALL BOYS JR. VARSITY,Boys,Eagle Academy For Young Men,09458,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,Eagle Academy For Young Men,09458,W,PSAL," $	14,011.52 "
WRESTLING BOYS VARSITY,Boys,Eagle Academy For Young Men,09458,W,PSAL," $	9,242.15 "
BASKETBALL BOYS VARSITY,Boys,Eagle Academy For Young Men II,23644,W,PSAL," $	14,011.52 "
FOOTBALL BOYS JR. VARSITY,Boys,Eagle Academy For Young Men II,23644,F,PSAL," $	11,761.71 "
LACROSSE BOYS VARSITY,Boys,Eagle Academy For Young Men II,23644,S,PSAL," $	10,482.77 "
FOOTBALL BOYS VARSITY,Boys,Eagle Academy for Young Men III,29569,F,PSAL," $	30,931.65 "
BASEBALL BOYS VARSITY,Boys,East Harlem Pride,04565,S,PSAL," $	12,672.16 "
BASKETBALL BOYS VARSITY,Boys,East Harlem Pride,04565,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,East Harlem Pride,04565,W,PSAL," $	14,033.29 "
BOWLING BOYS VARSITY,Boys,East Harlem Pride,04565,F,PSAL," $	5,697.40 "
FLAG FOOTBALL GIRLS VARSITY,Girls,East Harlem Pride,04565,S,PSAL," $	6,744.26 "
FOOTBALL BOYS JR. VARSITY,Boys,East Harlem Pride,04565,F,PSAL," $	11,761.71 "
FOOTBALL BOYS VARSITY,Boys,East Harlem Pride,04565,F,PSAL," $	30,931.65 "
GOLF GIRLS VARSITY,Girls,East Harlem Pride,04565,F,PSAL," $	5,858.70 "
OUTDOOR TRACK BOYS,Boys,East Harlem Pride,04565,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,East Harlem Pride,04565,S,PSAL," $	8,302.65 "
SOCCER BOYS VARSITY,Boys,East Harlem Pride,04565,F,PSAL," $	9,606.82 "
SOCCER GIRLS VARSITY,Girls,East Harlem Pride,04565,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS VARSITY,Girls,East Harlem Pride,04565,S,PSAL," $	12,414.75 "
VOLLEYBALL BOYS VARSITY,Boys,East Harlem Pride,04565,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS VARSITY,Girls,East Harlem Pride,04565,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,East Harlem Pride,04565,W,PSAL," $	9,242.15 "
BASKETBALL BOYS JR. VARSITY,Boys,East New York Family Academy,19471,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,East New York Family Academy,19471,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,East New York Family Academy,19471,W,PSAL," $	14,033.29 "
OUTDOOR TRACK GIRLS,Girls,East New York Family Academy,19471,S,PSAL," $	8,302.65 "
SOFTBALL GIRLS VARSITY,Girls,East New York Family Academy,19471,S,PSAL," $	12,414.75 "
TENNIS GIRLS VARSITY,Girls,East New York Family Academy,19471,F,PSAL," $	5,719.69 "
VOLLEYBALL BOYS VARSITY,Boys,East New York Family Academy,19471,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS VARSITY,Girls,East New York Family Academy,19471,F,PSAL," $	7,447.78 "
BASEBALL BOYS VARSITY,Boys,East Side Community,01420,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,East Side Community,01420,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,East Side Community,01420,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,East Side Community,01420,W,PSAL," $	14,033.29 "
SOFTBALL GIRLS VARSITY,Girls,East Side Community,01420,S,PSAL," $	12,414.75 "
BASEBALL BOYS VARSITY,Boys,EBC/Bushwick Leaders,32300,S,PSAL," $	12,672.16 "
BASKETBALL BOYS VARSITY,Boys,EBC/Bushwick Leaders,32300,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,EBC/Bushwick Leaders,32300,W,PSAL," $	14,033.29 "
SOCCER BOYS VARSITY,Boys,EBC/Bushwick Leaders,32300,F,PSAL," $	9,606.82 "
SOFTBALL GIRLS VARSITY,Girls,EBC/Bushwick Leaders,32300,S,PSAL," $	12,414.75 "
TENNIS GIRLS VARSITY,Girls,EBC/Bushwick Leaders,32300,F,PSAL," $	5,719.69 "
VOLLEYBALL GIRLS VARSITY,Girls,EBC/Bushwick Leaders,32300,F,PSAL," $	7,447.78 "
BADMINTON BOYS VARSITY,Boys,Edward R. Murrow High School,21565,F,PSAL," $	5,965.74 "
BADMINTON GIRLS VARSITY,Girls,Edward R. Murrow High School,21565,S,PSAL," $	5,819.87 "
BOWLING BOYS VARSITY,Boys,Edward R. Murrow High School,21565,F,PSAL," $	5,697.40 "
CROSS COUNTRY GIRLS,Girls,Edward R. Murrow High School,21565,F,PSAL," $	6,161.29 "
GOLF COED VARSITY,Coed,Edward R. Murrow High School,21565,S,PSAL," $	5,777.33 "
SOCCER GIRLS JR. VARSITY,Girls,Edward R. Murrow High School,21565,S,PSAL," $	6,705.19 "
SOCCER GIRLS VARSITY,Girls,Edward R. Murrow High School,21565,F,PSAL," $	9,626.43 "
TABLE TENNIS BOYS VARSITY,Boys,Edward R. Murrow High School,21565,W,PSAL," $	5,725.60 "
TABLE TENNIS GIRLS VARSITY,Girls,Edward R. Murrow High School,21565,W,PSAL," $	5,682.89 "
VOLLEYBALL BOYS VARSITY,Boys,Edward R. Murrow High School,21565,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS VARSITY,Girls,Edward R. Murrow High School,21565,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,Edward R. Murrow High School,21565,W,PSAL," $	9,242.15 "
WRESTLING GIRLS VARSITY,Girls,Edward R. Murrow High School,21565,S,PSAL," $	9,242.15 "
BASEBALL BOYS VARSITY,Boys,Eleanor Roosevelt High School,02563,S,PSAL," $	12,672.16 "
BASKETBALL BOYS VARSITY,Boys,Eleanor Roosevelt High School,02563,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Eleanor Roosevelt High School,02563,W,PSAL," $	14,033.29 "
CROSS COUNTRY GIRLS,Girls,Eleanor Roosevelt High School,02563,F,PSAL," $	6,161.29 "
FLAG FOOTBALL GIRLS VARSITY,Girls,Eleanor Roosevelt High School,02563,S,PSAL," $	6,744.26 "
GOLF COED VARSITY,Coed,Eleanor Roosevelt High School,02563,S,PSAL," $	5,777.33 "
OUTDOOR TRACK BOYS,Boys,Eleanor Roosevelt High School,02563,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,Eleanor Roosevelt High School,02563,S,PSAL," $	8,302.65 "
SOCCER BOYS VARSITY,Boys,Eleanor Roosevelt High School,02563,F,PSAL," $	9,606.82 "
SOCCER GIRLS JR. VARSITY,Girls,Eleanor Roosevelt High School,02563,S,PSAL," $	6,705.19 "
SOCCER GIRLS VARSITY,Girls,Eleanor Roosevelt High School,02563,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS VARSITY,Girls,Eleanor Roosevelt High School,02563,S,PSAL," $	12,414.75 "
TABLE TENNIS GIRLS VARSITY,Girls,Eleanor Roosevelt High School,02563,W,PSAL," $	5,682.89 "
TENNIS BOYS VARSITY,Boys,Eleanor Roosevelt High School,02563,S,PSAL," $	5,748.02 "
TENNIS GIRLS VARSITY,Girls,Eleanor Roosevelt High School,02563,F,PSAL," $	5,719.69 "
VOLLEYBALL GIRLS VARSITY,Girls,Eleanor Roosevelt High School,02563,F,PSAL," $	7,447.78 "
CROSS COUNTRY BOYS,Boys,Energy Tech High School,30258,F,PSAL," $	6,181.42 "
CROSS COUNTRY BOYS,Boys,Epic High School South,27314,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,Epic High School South,27314,F,PSAL," $	6,161.29 "
BASEBALL BOYS VARSITY,Boys,Erasmus Hall Campus,17450,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,Erasmus Hall Campus,17450,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,Erasmus Hall Campus,17450,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Erasmus Hall Campus,17450,W,PSAL," $	14,033.29 "
BOWLING BOYS VARSITY,Boys,Erasmus Hall Campus,17450,F,PSAL," $	5,697.40 "
CRICKET COED VARSITY,Coed,Erasmus Hall Campus,17450,S,PSAL," $	8,765.35 "
CROSS COUNTRY BOYS,Boys,Erasmus Hall Campus,17450,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,Erasmus Hall Campus,17450,F,PSAL," $	6,161.29 "
DOUBLE DUTCH COED VARSITY,Coed,Erasmus Hall Campus,17450,S,PSAL," $	6,708.90 "
FLAG FOOTBALL GIRLS VARSITY,Girls,Erasmus Hall Campus,17450,S,PSAL," $	6,744.26 "
FOOTBALL BOYS JR. VARSITY,Boys,Erasmus Hall Campus,17450,F,PSAL," $	11,761.71 "
FOOTBALL BOYS VARSITY,Boys,Erasmus Hall Campus,17450,F,PSAL," $	30,931.65 "
INDOOR TRACK BOYS,Boys,Erasmus Hall Campus,17450,W,PSAL," $	8,950.18 "
INDOOR TRACK GIRLS,Girls,Erasmus Hall Campus,17450,W,PSAL," $	8,936.68 "
OUTDOOR TRACK BOYS,Boys,Erasmus Hall Campus,17450,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,Erasmus Hall Campus,17450,S,PSAL," $	8,302.65 "
SOCCER BOYS VARSITY,Boys,Erasmus Hall Campus,17450,F,PSAL," $	9,606.82 "
SOFTBALL GIRLS VARSITY,Girls,Erasmus Hall Campus,17450,S,PSAL," $	12,414.75 "
STUNT COED VARSITY,Coed,Erasmus Hall Campus,17450,S,PSAL," $	6,562.93 "
SWIMMING GIRLS VARSITY,Girls,Erasmus Hall Campus,17450,F,PSAL," $	8,847.91 "
TABLE TENNIS GIRLS VARSITY,Girls,Erasmus Hall Campus,17450,W,PSAL," $	5,682.89 "
TENNIS GIRLS VARSITY,Girls,Erasmus Hall Campus,17450,F,PSAL," $	5,719.69 "
VOLLEYBALL BOYS VARSITY,Boys,Erasmus Hall Campus,17450,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS VARSITY,Girls,Erasmus Hall Campus,17450,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,Erasmus Hall Campus,17450,W,PSAL," $	9,242.15 "
BASEBALL BOYS VARSITY,Boys,Evander Childs Campus,11507,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,Evander Childs Campus,11507,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,Evander Childs Campus,11507,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Evander Childs Campus,11507,W,PSAL," $	14,033.29 "
CROSS COUNTRY BOYS,Boys,Evander Childs Campus,11507,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,Evander Childs Campus,11507,F,PSAL," $	6,161.29 "
FOOTBALL BOYS JR. VARSITY,Boys,Evander Childs Campus,11507,F,PSAL," $	11,761.71 "
FOOTBALL BOYS VARSITY,Boys,Evander Childs Campus,11507,F,PSAL," $	30,931.65 "
INDOOR TRACK BOYS,Boys,Evander Childs Campus,11507,W,PSAL," $	8,950.18 "
INDOOR TRACK GIRLS,Girls,Evander Childs Campus,11507,W,PSAL," $	8,936.68 "
OUTDOOR TRACK BOYS,Boys,Evander Childs Campus,11507,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,Evander Childs Campus,11507,S,PSAL," $	8,302.65 "
SOCCER BOYS VARSITY,Boys,Evander Childs Campus,11507,F,PSAL," $	9,606.82 "
SOFTBALL GIRLS VARSITY,Girls,Evander Childs Campus,11507,S,PSAL," $	12,414.75 "
SWIMMING BOYS VARSITY,Boys,Evander Childs Campus,11507,W,PSAL," $	8,865.73 "
SWIMMING GIRLS VARSITY,Girls,Evander Childs Campus,11507,F,PSAL," $	8,847.91 "
VOLLEYBALL GIRLS VARSITY,Girls,Evander Childs Campus,11507,F,PSAL," $	7,447.78 "
BASEBALL BOYS VARSITY,Boys,Explorations Academy,12251,S,PSAL," $	12,672.16 "
FLAG FOOTBALL GIRLS VARSITY,Girls,Explorations Academy,12251,S,PSAL," $	6,744.26 "
VOLLEYBALL GIRLS VARSITY,Girls,Explorations Academy,12251,F,PSAL," $	7,447.78 "
BASEBALL BOYS VARSITY,Boys,Fannie Lou Hamer,12540,S,PSAL," $	12,672.16 "
BASKETBALL BOYS VARSITY,Boys,Fannie Lou Hamer,12540,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Fannie Lou Hamer,12540,W,PSAL," $	14,033.29 "
OUTDOOR TRACK GIRLS,Girls,Fannie Lou Hamer,12540,S,PSAL," $	8,302.65 "
SOFTBALL GIRLS VARSITY,Girls,Fannie Lou Hamer,12540,S,PSAL," $	12,414.75 "
VOLLEYBALL BOYS VARSITY,Boys,Fannie Lou Hamer,12540,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS VARSITY,Girls,Fannie Lou Hamer,12540,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,Fannie Lou Hamer,12540,W,PSAL," $	9,242.15 "
BASEBALL BOYS VARSITY,Boys,Far Rockaway Educational Campus,27507,S,PSAL," $	12,672.16 "
BASKETBALL BOYS VARSITY,Boys,Far Rockaway Educational Campus,27507,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Far Rockaway Educational Campus,27507,W,PSAL," $	14,033.29 "
DOUBLE DUTCH COED VARSITY,Coed,Far Rockaway Educational Campus,27507,S,PSAL," $	6,708.90 "
FLAG FOOTBALL GIRLS VARSITY,Girls,Far Rockaway Educational Campus,27507,S,PSAL," $	6,744.26 "
FOOTBALL BOYS VARSITY,Boys,Far Rockaway Educational Campus,27507,F,PSAL," $	30,931.65 "
INDOOR TRACK BOYS,Boys,Far Rockaway Educational Campus,27507,W,PSAL," $	8,950.18 "
INDOOR TRACK GIRLS,Girls,Far Rockaway Educational Campus,27507,W,PSAL," $	8,936.68 "
OUTDOOR TRACK BOYS,Boys,Far Rockaway Educational Campus,27507,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,Far Rockaway Educational Campus,27507,S,PSAL," $	8,302.65 "
SOCCER BOYS VARSITY,Boys,Far Rockaway Educational Campus,27507,F,PSAL," $	9,606.82 "
