URL,Date of Notice,Event Number,Rapid Response Specialist,Reason Stated for Filing,Company,County,WDB Name,Region,Contact,Phone,Business Type,Number Affected,Total Employees,Layoff Date,Closing Date,Reason for Dislocation,FEIN NUM,Union,Classification
https://labor.ny.gov/app/warn/details.asp?id=7956,3/27/2020,2019-1119,Frederick Danks,Temporary Plant Closing,"      A&M Administration LLC dba Charlotte Russe 1004 Green Acres Mall,Unit #44 Valley Stream,NY 11581",Nassau/Suffolk,SUFFOLK/NASSAU/Oyster Bay,Long Island," Hanaa Hashem,Human Resources Manager",(416) 789-1071 Ext: 1099,Retail,,,,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7957,3/27/2020,2019-1120,Elias Flores,Temporary Plant Closing,"      A&M Administration LLC dba Charlotte Russe 2512 Palisades Center Drive,Unit #B206 West Nyack,NY 10994",Rockland/Dutchess,ROCKLAND/DUTCHESS,Mid-Hudson," Hanaa Hashem,Human Resources Manager",(416) 789-1071 Ext: 1099,Retail,,,,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7958,3/27/2020,2019-1121,Michele Taylor,Temporary Plant Closing,"      A&M Administration LLC dba Charlotte Russe Walden Galleria,One Walden Galleria,Unit D108 Buffalo,NY 14225",Erie/Niagara,ERIE/NIAGARA,Western," Hanaa Hashem,Human Resources Manager",(416) 789-1071 Ext: 1099,Retail,,,,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union. Non Union,
https://labor.ny.gov/app/warn/details.asp?id=7959,3/27/2020,2019-1122,Jackie Huertas,Temporary Plant Closing,"      A&M Administration LLC dba Charlotte Russe One Crossgates Mall Road (Unit # P-201) Albany,NY 12203",Albany,CAPITAL DISTRICT,Capital," Hanaa Hashem,Human Resources Manager",(416) 789-1071 Ext: 1099,Retail,,,,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union. Non Union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7960,3/27/2020,2019-1123,Mike Clark,Temporary Plant Closing,"      A&M Administration LLC dba Charlotte Russe 8555 Seneca Tpke. (Unit #L09) New Hartford,NY 13413",Oneida,HMO,Mohawk Valley," Hanaa Hashem,Human Resources Manager",(416) 789-1071 Ext: 1099,Retail,,,,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7961,3/27/2020,2019-1124,Karl Price,Temporary Plant Closing,"      A&M Administration LLC dba Charlotte Russe 1 Destiny USA Dr.,Unit #A206 Syracuse,NY 13204",Onondaga,ONONDAGA,Central," Hanaa Hashem,Human Resources Manager",(416) 789-1071 Ext: 1099,Retail,,,,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union. Non Union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7962,3/27/2020,2019-1125,Melissa Baretsky,Temporary Plant Closing,"      A&M Administration LLC dba Charlotte Russe 21182 Salmon Run Mall Loop West,Unit #D106 Watertown,NY 13601",Jefferson,JEFF/LEWIS,North Country," Hanaa Hashem,Human Resources Manager",(416) 789-1071 Ext: 1099,Retail,,,,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7963,3/31/2020,2019-1200,Michele Taylor,Temporary Plant Layoff,"      North American Dental Group 3500 Sheridan Drive Amherst,NY 14226",Erie,ERIE,Western," Kim Sloan,Director of Human Resources",(724) 698-2641,Dentist,,,3/23/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7964,3/31/2020,2019-1146,Elias Flores,Temporary Plant Layoff,"      North American Dental Group 1075 Central Park Avenue,Suite 207 Scarsdale,NY 10583",Westchester,WESTCH/PTNM/YONKERS,Mid-Hudson," Kim Sloan,Director of Human Resources",(724) 698-2641,Dentist,,,3/23/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7965,3/31/2020,2019-1147,Vikki Kaufman,Temporary Plant Layoff,"      North American Dental Group 355 W Morris Street,Suite 105 Bath,NY 14810",Steuben,CSS,Southern," Kim Sloan,Director of Human Resources",(724) 698-2641,Dentist,,,3/23/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7966,3/31/2020,2019-1148,Regenna Darrah,Temporary Plant Layoff,"      North American Dental Group 64 Elizabeth Blackwell Street Geneva,NY 14456",Ontario/Genesee,FINGER LAKES/GLOW,Finger Lakes," Kim Sloan,Director of Human Resources",(724) 698-2641,Dentist,,,3/23/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7967,3/27/2020,2019-1234,Stuart Goldberg,Temporary Plant Layoff,"      Paper Source 87 7th Avenue Brooklyn,NY 11217",New York/Kings,NEW YORK CITY,New York City," Ronda Dutmer,VP Human Resources",(312) 505-7214,Paper Retailer,163.0,,3/29/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union. Non Union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7968,3/27/2020,2019-1235,Elias Flores,Temporary Plant Layoff,"      Paper Source 9119 Fashion Dr. Nanuet,NY 10954",Rockland/Westchester,WESTCH/PTNM and ROCKLAND,Mid-Hudson," Ronda Dutmer,VP Human Resources",(312) 505-7214,Paper Retailer,21.0,,3/29/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7969,3/27/2020,2019-1236,Frederick Danks,Temporary Plant Layoff,"      Paper Source 924 Old Country Road Garden City,NY 11530",Nassau,HEMPSTEAD,Long Island," Ronda Dutmer,VP Human Resources",(312) 505-7214,Paper Retailer,9.0,,3/29/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7970,3/29/2020,2019-1250,Stuart Goldberg,Temporary Plant Closing,"      Major Food Group (MFG) - Parm Battery Park LLC 250 Vesey St. New York,NY 10080",New York,NEW YORK CITY,New York City," Kutina Ruhumbika,Vice President of Human Resources",(404) 804-9274,Restaurant,52.0,52,3/15/2020,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7971,4/9/2020,2019-1247,Mike Clark,Temporary Plant Layoff,"      Slocum Dickson Medical Group,PLLC 1729 Burrstone Road New Hartford,NY 13413",Oneida,HMO,Mohawk Valley," Frank Servadio,Director of Human Resources",(315) 624-1962,Medical Facility,23.0,,4/3/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7972,4/8/2020,2019-1256,Stuart Goldberg,Temporary Plant Closing,"      Guitar Center Inc. 218 West 44th Street New York,NY 10036",New York/Kings,NEW YORK CITY,New York City," Anne Buchanan,SVP & Chief Human Resources Officer",(310) 740-3793,Musical Instrument Sales,154.0,154,3/30/2020,3/30/2020,Unforeseeable business circumstances prompted by COVID-19,," Retail,Wholesale and Department Store Union",Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7973,4/9/2020,2019-1243,Stuart Goldberg,Temporary Plant Layoff,"      Allied New York Services,Inc. JFK International Airport,Building 90 Jamaica,NY 11430",Queens,NEW YORK CITY,Long Island," Brian Xavier,General Manager/Assistant VP of Operations",(718) 995-0114,Aviation consultant,226.0,,4/10/2020,,Unforeseeable business circumstances prompted by COVID-19,,International Brotherhood of Teamsters (IBT) Local 553,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7974,4/10/2020,2019-1248,Jackie Huertas,Temporary Plant Layoff,"      Buca Restaurants. Inc. dba Buca di Beppo 44 Wolf Road Colonie,NY 12205",Albany,CAPITAL DISTRICT,Capital," JC Encarnacion,Human Resources Manager",(407) 284-1897,Restaurant,35.0,,3/17/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7975,4/10/2020,2019-1249,Mike Clark,Temporary Plant Layoff,"      Townsend Leather Company 4 Grove Street Johnstown,NY 12095",Fulton,FMS,Mohawk Valley," Pamela Goldswer,Human Resources Director",(518) 762-2764 Ext: 223,Leather Wholesaler,61.0,160,4/13/2020,,Unforeseeable business circumstances prompted by COVID-19,14-1819836,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7976,4/10/2020,2019-1245,Stuart Goldberg,Temporary Plant Layoff,"      Tiger Retail Coast,LLC dba Flying Tiger Copenhagen 424 Columbus Avenue New York,NY 10024",New York/Kings,NEW YORK CITY,Long Island," Jeanette Bull Nielsen,HR & Business Support Manager",(212) 777-1239,Retail,62.0,,3/17/2020,,Unforeseeable business circumstances prompted by COVID-19,32-0453971,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7977,4/10/2020,2019-1246,Frederick Danks,Temporary Plant Layoff,"      Tiger Retail Coast,LLC dba Flying Tiger Copenhagen 630 Old Country Road Garden City,NY 11530",Hempstead/Suffolk,HEMPSTEAD,Long Island," Jeanette Bull Nielsen,HR & Business Support Manager",(212) 777-1239,Retail,62.0,,3/17/2020,,Unforeseeable business circumstances prompted by COVID-19,32-0453971,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7978,4/10/2020,2019-1244,Stuart Goldberg,Temporary Plant Layoff,"      Button,Inc. 88 Pine Street New York,NY 10005",New York,NEW YORK CITY,Long Island," Jonathan Kraft,Counsel",(212) 510-7636,Software Company,44.0,,4/8/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7979,3/30/2020,2019-1254,Stuart Goldberg,Temporary Plant Closing,"      The Marlow Collective dba Diner 85 Broadway Brooklyn,NY 11249",Kings,NEW YORK CITY,New York City," Elizabeth Murray,Director of Human Resources & Communications",(718) 486-7091,Restaurant,25.0,25,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7980,3/30/2020,2019-1253,Stuart Goldberg,Temporary Plant Closing,"      The Marlow Collective dba Marlow & Sons 81 Broadway Brooklyn,NY 11249",Kings,NEW YORK CITY,New York City," Elizabeth Murray,Director of Human Resources & Communications",(718) 486-7091,Restaurant,26.0,26,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7981,3/30/2020,2019-1252,Stuart Goldberg,Temporary Plant Closing,"      The Marlow Collective,243 Dekalb Ave. Rest. Corp. dba Roman's 243 Dekalb Avenue Brooklyn,NY 11205",Kings,NEW YORK CITY,New York City," Elizabeth Murray,Director of Human Resources & Communications",(718) 486-7091,Restaurant,27.0,27,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7982,3/29/2020,2019-1251,Stuart Goldberg,Temporary Plant Closing,"      Major Food Group (MFG) Parm Upper West LLC 235 Columbus Ave. New York,NY 10023",New York,NEW YORK CITY,New York City," Kutina Ruhumbika,Vice President of Human Resources",(404) 804-9274,Restaurant,48.0,48,3/15/2020,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7983,4/2/2020,2019-1258,Frederick Danks,Plant Layoff,"      Hassett Lincoln Merc Sales Inc. 3530 Sunrise Hwy. Wantagh,NY 11793",Nassau,HEMPSTEAD,Long Island," Roseanna Deliguori,Controller",(516) 785-7800 Ext: 405,Auto Dealership,,,3/20/2020,,Unforeseeable business circumstances prompted by COVID-19,,United Service Workers,Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7984,3/30/2020,2019-1255,Stuart Goldberg,Temporary Plant Layoff,"      The Marlow Collective dba Achilles Heel 180 West Street Brooklyn,NY 11222",Kings,,New York City," Elizabeth Murray,Director of Human Resources & Communication",(718) 486-7091,Restaurant,14.0,,3/16/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7985,4/10/2020,2019-1257,Stuart Goldberg,Temporary Plant Layoff,"      Tourneau,LLC 3100 47th Avenue,5th Floor Long Island City,NY 11101",Queens,NEW YORK CITY,Long Island," Stacy Murray,Vice President of Human Resources",-----,Retail,49.0,,4/4/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7986,4/3/2020,2019-1259,Regenna Darrah,Temporary Plant Layoff,"      Dolomite Products Co.,Inc. 1260 Jefferson Road Rochester,NY 14623",Monroe,MONROE,Finger Lakes," Jennifer Leibensperger,Human Resources Manager",(585) 348-9938,Asphalt Contractor,5.0,,4/6/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7987,4/8/2020,2019-1264,Michele Taylor,Temporary Plant Layoff,"      Venture Forthe,Inc. 3343 Harlem Road Cheektowaga,NY 14225",Erie,ERIE,Western," Shannon Tomasulo,Director of Human Resources",(716) 285-8070 Ext: 183,Home Health Care,3.0,,4/8/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7988,4/8/2020,2019-1263,Vikki Kaufman,Temporary Plant Layoff,"      Venture Forthe,Inc. 208 S Walnut Street Elmira,NY 14904",Chemung,CSS,Southern," Shannon Tomasulo,Director of Human Resources",(716) 285-8070 Ext: 183,Home Health Care,2.0,,4/8/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7989,4/10/2020,2019-1270,Frederick Danks,Temporary Plant Closing,"      Marriott Hotel Services,Inc. dba Long Island Marriott Hotel and Conference Center (Uniondale) 101 James Doolittle Blvd. Uniondale,NY 11553",Nassau,HEMPSTEAD,Long Island," Anne Crowley,Director of Human Resources",(516) 229-5031,Hotel,211.0,211,4/24/2020,4/24/2020,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7990,3/29/2020,2019-1276,Stuart Goldberg,Temporary Plant Closing,"      Major Food Group (MFG) Highline Restaurant LLC 820 Washington Street New York,NY 10014",New York,NEW YORK CITY,New York City," Kutina Ruhumbika,Vice President of Human Resources",-----,Restaurant,73.0,73,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7852,3/22/2020                             Amendment: 4/8/2020,2019-0550,Stuart Goldberg,Temporary Plant Layoff,"      OTG JFK T5 Venture,LLC JFK International Airport T5 Jamaica,NY 11430",Queens,,New York City,Starr Ernest,(267) 273-5521,Restaurant,554.0,,362 employees will be separated on 3/16/2020. An additional 192 employees will be separated during the week of 4/12/2020.,,Unforeseeable business circumstances prompted by COVID-19,," Laundry,Distribution and Food Services Joint Board",Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7854,4/2/2020,2019-1174,Vikki Kaufman,Temporary Plant Closing,"      New York Friendly's Restaurant - Horseheads 2669 Corning Road Horseheads,NY 14845",Chemung,CSS,Southern," Connie Lennick,Senior Vice President,Human Resources",(413) 731-4198,Restaurant,32.0,32,3/17/2020,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union. Non Union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7855,4/3/2020,2019-1117,Stuart Goldberg,Temporary Plant Layoff,"      Refresh Club,Inc. dba The Wing 137 2nd Avenue New York,NY 10003",New York,NEW YORK CITY,New York City," Saumya Manohar,General Counsel",(203) 577-9520,Community Working Space,113.0,,4/3/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union.,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7856,3/3/2020,2019-1116,Stuart Goldberg,Temporary Plant Layoff,"      Olga Street Ltd. dba Lucky Strike 59 Grand Street New York,NY 10012",New York,NEW YORK CITY,New York City,Roberta Delice,(917) 939-9977,Restaurant,26.0,,3/17/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7857,4/6/2020,2019-1159,Stuart Goldberg,Temporary Plant Layoff,"      Trump International Hotel & Tower Condominium dba Trump International Hotel & Tower New York One Central Park West New York,NY 10023",New York,,New York City," Matthew Vandergrift,General Manager",(212) 299-1000,Hotel,70.0,,3/23/2020,,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO and the Union of Operating Engineers",Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7858,3/24/2020,2019-1153,Stuart Goldberg,Temporary Plant Closing,"      The Mark Hotel 25 E 77th Street New York,NY 10075",New York,NEW YORK CITY,New York City," Hampton Chauncey,Director of Human Resources",(212) 606-4531,Hotel,154.0,154,3/27/2020,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7859,3/30/2020,2019-1155,Stuart Goldberg,Temporary Plant Closing,"      The Penn Club of New York 30 West 44th Street New York,NY 10036",New York,NEW YORK CITY,New York City," Martin A. Badinelli,Sr,CCM,CCE",(203) 948-7431,Hotel,60.0,60,3/23/2020,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7860,4/3/2020,2019-1157,Stuart Goldberg,Temporary Plant Closing,"      TG 29 Hospitality,LLC dba Royalton Park Avenue 420 Park Avenue South New York,NY 10016",New York,NEW YORK CITY,New York City," Steven Lugerner,General Counsel",(212) 776-9220,Restaurant,73.0,73,3/23/2020,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7861,4/6/2020,2019-1156,Stuart Goldberg,Plant Closing,"      The August Aichhorn Center for Adolescent Residential Care,Inc. (2",,,,,,,,,,,,,,
https://labor.ny.gov/app/warn/details.asp?id=7862,3/30/2020,2019-1154,Stuart Goldberg,Temporary Plant Closing,"      1 Hotel Central Park 1414 Avenue of the Americas New York,NY 10019",New York,NEW YORK CITY,New York City," Ursula Vero,Assistant Director of People Operations",(212) 703-2004,Hotel,146.0,146,3/30/2020,3/30/2020,Unforeseeable business circumstances prompted by COVID-19,,New York Hotel & Motel Trades Council AFL-CIO and UNITE HERE,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7863,4/6/2020,2019-1161,Stuart Goldberg,Temporary Plant Layoff,"      Karla Otto,Inc. 475 10th Avenue,4th Floor New York,NY 10018",New York,NEW YORK CITY,New York City," Felicia Geiger,Director,Human Resources",(212) 255-8588,Public relations,28.0,,4/1/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7864,3/27/2020,2019-1152,Stuart Goldberg,Temporary Plant Closing,"      Residence Inn - Courtyard by Marriott Central Park Hotel 1717 Broadway New York,NY 10019",New York,NEW YORK CITY,New York City,Jennifer Divers,(212) 380-5055,Hotel,158.0,158,3/13/2020,3/13/2020,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7865,4/6/2020,2019-1130,Stuart Goldberg,Temporary Plant Layoff,"      Nederlander Productions,Inc. 1501 Broadway,14th Floor New York,NY 10036",New York,NEW YORK CITY,New York City," Lisa Lent,Director of Human Resources",(212) 840-5577,Theatre Company,12.0,,4/5/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7866,4/6/2020,2019-1162,Stuart Goldberg,Temporary Plant Closing,"      Crafted Hospitality (3 NYC locations) 43 East 19th Street New York,NY 10003",New York,NEW YORK CITY,New York City," Kelly Burg,Director of Human Resources",(212) 400-6697,Restaurant,,,3/15/2020,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7867,4/6/2020,2019-1163,Frederick Danks,Temporary Plant Closing,"      Crafted Hospitality 630 Old Country Road Garden City,NY 11530",Nassau,HEMPSTEAD,Long Island," Kelly Burg,Director of Human Resources",(212) 400-6697,Restaurant,,,3/15/2020,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7868,3/31/2020,2019-1150,Stuart Goldberg,Temporary Plant Closing,"      Reading International dba Angelika Theatre 18 West Houston St. New York,NY 10012",New York,NEW YORK CITY,New York City," Jen Bochner,VP,Glocal Human Resources",(213) 235-2254,Movie Theater,34.0,,3/31/2020,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7869,4/8/2020,2019-1187,Stuart Goldberg,Temporary Plant Layoff,"      Michael Page International Inc. 622 Third Avenue,29th Floor New York,NY 10017",New York,NEW YORK CITY,New York City," Alyssa Williams,Head of HR Operations",(203) 905-5216,Employment Agency,84.0,84,4/8/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7870,4/3/2020,2019-1164,Melissa Baretsky,Temporary Plant Closing,"      Christopher's Restaurant Inc. dba Comfort Inn and Suites,Eclipse Fitness and Spa,Perkins,Plattsburgh Brewing Company,Champ's Fun City 411 Route 3 Plattsburgh,NY 12901",Clinton,C-E-F-H,North Country," Maureen Lozano,Accounting Manager",(518) 562-2730 Ext: 321,Hotel,131.0,131,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7871,4/3/2020,2019-1160,Stuart Goldberg,Temporary PlantClosing,"      Weisman Enterprises LLC (4 locations) 218-01 Merrick Blvd. Springfield Gardens,NY 11413",Queens/Kings,NEW YORK CITY,New York City," Thurland (""Skip"") Abrams,President",(516) 491-7037,Accounting and Financial Services,78.0,,3/25/2020,,Economic,27-1015077,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7872,4/3/2020,2019-1158,Stuart Goldberg,Temporary Plant Layoff,"      China Management LLC (2 locations) 1350 Avenue of the Americas,Suite 710 New York,NY 10019",New York,NEW YORK CITY,New York City," Steven Lugerner,General Counsel",(212) 776-9220,Restaurant,57.0,,3/23/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7873,3/31/2020,2019-1151,Stuart Goldberg,Temporary Plant Closing,    Village East and City Cinemas 123 Theatres (2,,,,,,,,,,,,,,
https://labor.ny.gov/app/warn/details.asp?id=7874,3/30/2020,2019-0950,Karl Price,Temporary Plant Closing,"      Wilbedone dba Stone Central (2 locations) 1 General Motors Drive Syracuse,NY 13206",Onondaga,ONONDAGA,Central," Chris List,Manager Human Resources",(315) 215-1721,Countertop Sales,60.0,,3/20/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7875,4/8/2020,2019-1186,Frederick Danks,Temporary Plant Layoff,"      Security Dodge Chrysler Jeep Ram 345 Merrick Road Amityville,NY 11701",Suffolk,SUFFOLK,Long Island,Sandra Borrschein,(631) 691-5000 Ext: 392,Car dealership,85.0,85,3/23/2020,,Unforeseeable business circumstances prompted by COVID-19,11-2195245,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7876,3/29/2020,2019-1188,Stuart Goldberg,Temporary Plant Closing,"      Bufkin Enterprises,Ltd. 68 Lombardy Street Brooklyn,NY 11222",Kings,NEW YORK CITY,New York City,Stephanie Gitlin,(718) 388-6476,Custom fabricator of architectural metal,12.0,12,3/29/2020 and 4/7/2020,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,11-2333568,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7877,4/9/2020,2019-1189,Stuart Goldberg,Temporary Plant Layoff,"      Bayside CJ LLC 212-19 Northern Blvd Bayside,NY 11361",Queens,NEW YORK CITY,New York City,Michael Campanella,(718) 229-8700,Auto Dealership,65.0,," 3/19/2020,3/20/2020,3/21/2020,and 3/22/2020",,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7878,4/3/2020,2019-1190,Stuart Goldberg,Temporary Plant Closing,"      Metro Chrysler Plymouth Inc. dba Star Chrysler Dodge Jeep Ram SRT Fiat 211-10 Jamaica Ave. Queens Village,NY 11429",Queens,NEW YORK CITY,New York City,Maria Pappas,(917) 682-2979,Auto dealership,55.0,55,4/3/2020,4/3/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7879,4/6/2020,2019-1191,Stuart Goldberg,Temporary Plant Layoff,"      Gabriel's Collision Long Island City,Inc. dba Gotham City Collision 11-30 44th Road Long Island City,NY 11101",Queens,NEW YORK CITY,New York City," Juan Olivares,President",(718) 433-4465,Auto Body Shop,29.0,29,3/18/2020,,Unforeseeable business circumstances prompted by COVID-19,82-4806601,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7880,4/6/2020,2019-1192,Stuart Goldberg,Temporary Plant Layoff,"      Gotham City Collision Corp. 64-10 Maurice Avenue Maspeth,NY 11378",Queens,NEW YORK CITY,New York City," Frank Passarella,President",(347) 947-6542,Auto Body Shop,21.0,21,3/23/2020,------,Unforeseeable business circumstances prompted by COVID-19,82-4806601,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7881,4/7/2020,2019-1193,Karl Price,Temporary Plant Layoff,"      Crestline Hotels & Resorts dba Courtyard Syracuse Downtown at Armory Square and Residence Inn Syracuse Downtown 300 West Fayette Street Syracuse,NY 13202",Onondaga,ONONDAGA,Central," Denise Reynolds,Regional VP of HR",(571) 529-6362,Hotel,36.0,36,3/25/2020,,Unforeseeable business circumstances prompted by COVID-19,52-2214429,The employees are not represented by a union,Temporary Plant Layoff
