URL,Date of Notice,Event Number,Rapid Response Specialist,Reason Stated for Filing,County,Company,Address,WDB Name,Region,Contact,Phone,Business Type,Number Affected,Total Employees,Layoff Date,Closing Date,Reason for Dislocation,FEIN NUM,Union,Classification,Latitude,Longitude,Geocoded NY,Geocoded,Cleaned Layoff Date
https://labor.ny.gov/app/warn/details.asp?id=8108,4/6/2020,2019-1369,Stuart Goldberg,Temporary Plant Closing,Kings/New York,"StructureTech New York, Inc.","1241 Broadway New York, NY 10001",NEW YORK CITY,New York City,Susan E. Salazar Esq.,(212) 732-5400 Ext: 228,General Contractor,579.0,579,3/30/2020,3/30/2020,Unforeseeable business circumstances prompted by COVID-19,26-3940780,The employees are not represented by a union,Temporary Plant Closing,40.69149,-73.925558,True,"1241 Broadway, Brooklyn, New York 11221, United States",2020-03-30
https://labor.ny.gov/app/warn/details.asp?id=8109,4/7/2020,2019-1365,Stuart Goldberg,Temporary Plant Layoff,Queens,Stoler of Queens Inc. dba Silver Star Motors,"36-11 Norther Blvd.  Long Island City, NY 11101",NEW YORK CITY,New York City," Mario Bravo Jr.,Controller",(718) 361-2332,Auto Dealership,53.0,114,3/31/2020,,Unforeseeable business circumstances prompted by COVID-19,81-4764590,Local 1102 RWDSU/UFCW,Temporary Plant Layoff,40.752212,-73.927239,True,"36-11 Northern Boulevard, Queens, New York 11101, United States",2020-03-31
https://labor.ny.gov/app/warn/details.asp?id=8110,4/14/2020,2019-1363,Stuart Goldberg,Temporary Plant Layoff,New York,ALM Media LLC,"150 East 42nd Street, Mezzanine Level  New York, NY 10017",NEW YORK CITY,New York City," Erin Dziekan,SVP,Human Resources",(212) 457-9437,Media Company,5.0,,4/14/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff,40.75115,-73.9756,True,"150 E 42nd St, Manhattan, New York 10017, United States",2020-04-14
https://labor.ny.gov/app/warn/details.asp?id=8112,4/15/2020,2019-1367,Stuart Goldberg,Temporary Plant Layoff,New York,"Hearth Restaurant Investors, LLC","403 East 12th Street  New York, NY 10009",NEW YORK CITY,New York City," Amy Karas,Controller",(646) 602-1300,Restaurant,51.0,57,3/20/2020,,Unforeseeable business circumstances prompted by COVID-19,41-2104739,The employees are not represented by a union,Temporary Plant Layoff,40.72955,-73.98243000000002,True,"403 E 12th St, Manhattan, New York 10009, United States",2020-03-20
https://labor.ny.gov/app/warn/details.asp?id=8113,4/15/2020,2019-1366,Stuart Goldberg,Temporary Plant Layoff,New York,"Brodofication, LLC","403 East 12th Street  New York, NY 10009",NEW YORK CITY,New York City," Amy Karas,Controller",(646) 602-1300,Broth Shop,34.0,57,4/10/2020,,Unforeseeable business circumstances prompted by COVID-19,47-2840729,The employees are not represented by a union,Temporary Plant Layoff,40.72955,-73.98243000000002,True,"403 E 12th St, Manhattan, New York 10009, United States",2020-04-10
https://labor.ny.gov/app/warn/details.asp?id=8114,4/13/2020,2019-1386,Stuart Goldberg,Temporary Plant Layoff,New York,"Strip House 44th Street, LLC dba Strip House - Midtown (44th)","15 West 44th Street  New York, NY 10036",NEW YORK CITY,New York City," Julia Liebelt,Vice President of Human Resources",(713) 850-1010,Restaurant,70.0,,4/13/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff,40.755229,-73.98074799999998,True,"15 West 44th Street, New York, New York 10036, United States",2020-04-13
https://labor.ny.gov/app/warn/details.asp?id=8115,4/13/2020,2019-1387,Stuart Goldberg,Temporary Plant Layoff,New York,"Strip House Restaurants, LLC dba Strip House - Downtown (12th)","13 East 12th Street  New York, NY 10003",NEW YORK CITY,New York City," Julia Liebelt,Vice President of Human Resources",(713) 850-1010,Restaurant,64.0,,4/13/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff,40.73431,-73.993465,True,"13 East 12th Street, New York, New York 10003, United States",2020-04-13
https://labor.ny.gov/app/warn/details.asp?id=8116,4/13/2020,2019-1377,Stuart Goldberg,Temporary Plant Layoff,New York,"Perry Ellis International, Inc.","1120 Avenue of the Americas, 8th Floor  New York, NY 10036",NEW YORK CITY,New York City," Chris Grebenc,Chief Human Resources Officer",(305) 873-1226," Designer,Distribution and Licensor of Apparel",77.0,,4/24/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff,40.755754,-73.983216,True,"1120 6th Avenue, New York, New York 10036, United States",2020-04-24
https://labor.ny.gov/app/warn/details.asp?id=8117,4/9/2020,2019-1376,Stuart Goldberg,Temporary Plant Layoff,New York,"Cast & Crew Payroll, LLC","7 Penn Plaza, Suite 601  New York, NY 10001",NEW YORK CITY,New York City," Frank DeVito,SVP Human Resources",(818) 848-6022,Payroll & HR Services,40.0,,4/10/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff,40.749126,-73.992357,True,"7 7th Avenue, New York, New York 10001, United States",2020-04-10
https://labor.ny.gov/app/warn/details.asp?id=8118,4/2/2020,2019-1379,Stuart Goldberg,Temporary Plant Layoff,New York,New Museum of Contemporary Art,"235 Bowery  New York, NY 10002",NEW YORK CITY,New York City," Mish Saka,Director of Human Resources",(212) 219-1222 Ext: 250,Museum,,,4/2/2020,,Unforeseeable business circumstances prompted by COVID-19,13-2986881,The employees are not represented by a union,Temporary Plant Layoff,40.722394,-73.993003,True,"235 Bowery, New York, New York 10002, United States",2020-04-02
https://labor.ny.gov/app/warn/details.asp?id=8119,4/6/2020,2019-1382,Stuart Goldberg,Temporary Plant Closing,Kings,Soho - Dumbo Inc.,"55 Water Street  Brooklyn, NY 11201",NEW YORK CITY,New York City," Rita Khanna,People & Development Manager",(907) 852-3435,Restaurant,102.0,102,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing,40.703389,-73.992347,True,"55 Water Street, Brooklyn, New York 11201, United States",2020-03-16
https://labor.ny.gov/app/warn/details.asp?id=8120,4/6/2020,2019-1381,Stuart Goldberg,Temporary Plant Closing,Kings,"Soho-Cecconis (Water Street), LLC","55 Water Street  Brooklyn, NY 11201",NEW YORK CITY,New York City," Rita Khanna,People & Development Manager",(908) 752-3435,Restaurant,104.0,104,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing,40.703389,-73.992347,True,"55 Water Street, Brooklyn, New York 11201, United States",2020-03-16
https://labor.ny.gov/app/warn/details.asp?id=8121,3/26/2020,2019-1374,Stuart Goldberg,Temporary Plant Layoff,New York/Kings,"Suit Supply (USA), Inc.","1000 3rd Avenue New York, NY 10022",NEW YORK CITY,New York City," Lee Wilson,Human Resources Manager",(252) 258-5617,Suit Retail,173.0,,3/29/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff,40.761941,-73.966527,True,"1000 3rd Avenue, New York, New York 10022, United States",2020-03-29
https://labor.ny.gov/app/warn/details.asp?id=8123,4/2/2020,2019-1380,Michele Taylor,Temporary Plant Layoff,Erie,"Unicell Body Company, Inc.","571 Howard Street  Buffalo, NY 14206",ERIE,Western," Amber Pinto,HR,Payroll & Benefits Administrator",(800) 628-8914 Ext: 127,Fiberglass Manufacturing,25.0,,3/20/2020,,Unforeseeable business circumstances prompted by COVID-19,16-0868266,The employees are not represented by a union,Temporary Plant Layoff,42.88321,-78.8329,True,"571 Howard St, Buffalo, New York 14206, United States",2020-03-20
https://labor.ny.gov/app/warn/details.asp?id=8124,4/17/2020,2019-1378,Regenna Darrah,Temporary Plant Layoff,Seneca,TravelCenters of America,"1255 Route 414  Waterloo, NY 13165",FINGER LAKES,Finger Lakes," Jennifer Speck,Director of Human Resources",(440) 808-4463,Travel Center,27.0,,4/14/2020,,Unforeseeable business circumstances prompted by COVID-19,------,The employees are not represented by a union,Temporary Plant Layoff,42.965848,-76.846673,True,"1255 Ridge Road, Waterloo, New York 13165, United States",2020-04-14
https://labor.ny.gov/app/warn/details.asp?id=8125,4/15/2020,2019-1388,Michele Taylor,Temporary Plant Layoff,Erie,"MJ Mechanical Services, Inc.","95 Pirson Parkway  Tonawanda, NY 14150",ERIE,Western,Paul Kwiatkowski,(716) 844-3613,Mechanical Contractor,38.0,,3/23/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff,42.994938,-78.889098,True,"95 Pirson Parkway, Tonawanda, New York 14150, United States",2020-03-23
https://labor.ny.gov/app/warn/details.asp?id=8126,3/23/2020,2019-1372,Michele Taylor,Temporary Plant Layoff,Cattaraugus/Chautauqua,Shults Auto Group,"181 E. Fairmount Avnue, Suite 200 Lakewood, NY 14750",ALL/CAT and Chautauqua,Western," Matthew G. Kahm,Executive VP & Chief Operating Officer",716-763-1551,Auto Dealership,,------,3/20/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff,42.098595,-79.31433299999998,True,"181 East Fairmount Avenue, Lakewood, New York 14750, United States",2020-03-20
https://labor.ny.gov/app/warn/details.asp?id=8127,4/15/2020,2019-1370,Frederick Danks,Temporary Plant Layoff,Suffolk,Voxx International Corporation,"180 Marcus Blvd.  Hauppauge, NY 11788",SUFFOLK,Long Island," Karen O'Connell,Assistant VP Human Resources",(631) 436-6589,Consumer Electronics Company,31.0,,4/6/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff,40.815519,-73.248071,True,"180 Marcus Boulevard, Hauppauge, New York 11788, United States",2020-04-06
https://labor.ny.gov/app/warn/details.asp?id=8128,4/3/2020,2019-1373,Frederick Danks,Temporary Plant Layoff,Suffolk,Omega Moulding Company,"1 Sawdust Dr.  Bellport, NY 11713",SUFFOLK,Long Island," Ken Brodsky,CFO",(800) 289-6634 Ext: 209,Moulding Wholesaler,86.0,93,4/1/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff,40.79,-72.96,True,"Bellport, New York 11713, United States",2020-04-01
https://labor.ny.gov/app/warn/details.asp?id=8129,4/1/2020,2019-1371,Elias Flores,Temporary Plant Layoff,Westchester,Barteca dba bartaco,"1 Willet Avenue  Port Chester, NY 10573",,Mid-Hudson," Marc Hinson,Human Resources",(703) 244-8972,Restaurant,80.0,,3/21/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff,41.002057,-73.660214,True,"1 Willett Avenue, Port Chester, New York 10573, United States",2020-03-21
https://labor.ny.gov/app/warn/details.asp?id=8130,4/10/2020,2019-1384,Frederick Danks,Temporary Plant Layoff,Nassau/Suffolk,"Mid Rockland Imaging Partners, Inc.","4160 Merrick Road Massapequa, NY 11758",SUFFOLK,Long Island," Cathy Ryerson,HR Director - Northeast Region",(302) 533-2102,Medical Imaging,16.0,,3/25/2020 – 3/28/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union.,Temporary Plant Layoff,40.666494,-73.479164,True,"4160 Merrick Road, Massapequa, New York 11758, United States",2020-03-25
https://labor.ny.gov/app/warn/details.asp?id=8131,4/10/2020,2019-1385,Stuart Goldberg,Temporary Plant Layoff,Bronx/Kings/NY/Queens,"Mid Rockland Imaging Partners, Inc.","2106 Bronxdale Avenue, Suite 102 Bronx, NY 10462",NEW YORK CITY,New York City," Cathy Ryerson,HR Director - Northeast Region",(302) 533-2102,Medical Imaging,66.0,,3/25/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff,40.851584,-73.8678,True,"2106 Bronxdale Avenue, Bronx, New York 10462, United States",2020-03-25
https://labor.ny.gov/app/warn/details.asp?id=8030,3/16/2020                              Amendment: 4/3/2020,2019-0461,Stuart Goldberg,Temporary Plant Layoff,New York,"Lucky 13 Associates, LLC dba Catch New York","21 Ninth Ave  New York, NY 10014",NEW YORK CITY,New York City," David Getraer,CFO",(212) 627-1235,Restaurant,376.0,," 356 employees were separated on March 16,2020. An additional 23 employees will be furloughed commencing on April 6,2020.",3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff,40.740101,-74.006212,True,"21 9th Avenue, New York, New York 10014, United States",
https://labor.ny.gov/app/warn/details.asp?id=8031,3/30/2020                              Amendment: 4/3/2020,2019-0910,Stuart Goldberg,Temporary Plant Closing,Kings,Yeshivah of Flatbush,"919 East 10th Street  Brooklyn, NY 11230",NEW YORK CITY,New York City," Sarah Hazan,Human Resources Manager",(718) 377-4040 Ext: 119,School,197.0,197 (affected employees for all sites)," 34 employees separated on March 30,2020. An additional 163 employees will be furloughed on April 6,2020.",3/30/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing,40.626708,-73.9664,True,"919 East 10th Street, Brooklyn, New York 11230, United States",
https://labor.ny.gov/app/warn/details.asp?id=8032,3/16/2020                               Amendment: 4/3/2020,2019-0539,Stuart Goldberg,Temporary Plant Layoff,New York,"88 Ninth Avenue Hospitality, LLC dba Catch Steak","88 Ninth Ave.  New York, NY 10011",NEW YORK CITY,New York City," David Getraer,Chief Financial Officer",(212) 627-1235 Ext: 104,Restaurant,353.0,," 330 employees were separated on March 16,2020. An additional 23 employees will be furloughed commencing on April 6,2020.",,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff,40.742487,-74.00401600000002,True,"88 9th Avenue, New York, New York 10011, United States",
https://labor.ny.gov/app/warn/details.asp?id=8033,3/20/2020                           Amendment: 4/1/2020,2019-0563,Stuart Goldberg,Plant Layoff,Queens,Patriot Electric Corp.,"15-17 126th St.  College Point, NY 11356",,New York City,Christine Fermin,(718) 736-8733 Ext: 116,Electrical Contracting,131.0,," 69 employees were permanently separated on 3/20/2020. An additional 62 employees will be permanently separated commencing on March 27,2020,or the 14-day period commencing on that date.",,Unforeseeable business circumstances prompted by COVID-19,,Local 363 - United Service Workers of America,Plant Layoff,40.784374,-73.841999,True,"15-17 126th Street, Queens, New York 11356, United States",2020-03-20
https://labor.ny.gov/app/warn/details.asp?id=8034,3/27/2020                           Amendment: 3/25/2020,2019-1040,Stuart Goldberg,Temporary Plant Closing,New York,Omni Berkshire Corporation dba Omni Berkshire Place Hotel,"21 East 52nd Street  New York, NY 10022",NEW YORK CITY,New York City," David Chase,Managing Director",(212) 754-5001,Hotel,268.0,," 52 employees were separated on 3/24/2020. An additional 216 employees will be temporarily separated on or about March 24,2020.",3/23/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing,40.75930200000001,-73.974896,True,"21 East 52nd Street, New York, New York 10022, United States",2020-03-24
https://labor.ny.gov/app/warn/details.asp?id=8035,3/19/2020                              Amendment: 4/3/2020,2019-0772,Stuart Goldberg,Temporary Plant Layoff,New York,"The Bowery Hotel, LLC","335 Bowery  New York, NY 10003",,New York City," Kirk Wilson,General Manager",(212) 505-9100,Hotel,90.0,," 87 employees were separated on 3/18/2020. An additional 3 employees will be temporarily separated on April 1,2020.",,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Layoff,40.726089,-73.99165699999998,True,"335 Bowery, New York, New York 10003, United States",2020-03-18
https://labor.ny.gov/app/warn/details.asp?id=8036,3/16/2020                              Amendment: 4/4/2020,2019-0518,Stuart Goldberg,Temporary Plant Layoff,New York,"Lexington Project Managers, LLC dba Lexington Brass","517 Lexington Ave.  New York, NY 10017",,New York City," David Getraer,CFO",(212) 627-1235 Ext: 104,Restaurant,89.0,," 81 employees were separated on March 16,2020. An additional 8 employees will be furloughed commencing on April 6,2020.",,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff,40.755221,-73.972944,True,"517 Lexington Avenue, New York, New York 10017, United States",
https://labor.ny.gov/app/warn/details.asp?id=8037,4/8/2020,2019-1321,Stuart Goldberg,Temporary Plant Closing,New York,Moose Goose Holding Inc. dba The Grey Dog,"242 West 16th Street  New York, NY 10011",NEW YORK CITY,New York City," Melissa Estes,HR Manager",(410) 206-6460,Restaurant,57.0,57,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing,40.740594,-74.00065500000002,True,"242 West 16th Street, New York, New York 10011, United States",2020-03-16
https://labor.ny.gov/app/warn/details.asp?id=8038,4/8/2020,2019-1322,Stuart Goldberg,Temporary Plant Closing,New York,Moose Goose Holding Inc. dba The Grey Dog,"49 Carmine Street  New York, NY 10014",NEW YORK CITY,New York City," Melissa Estes,HR Manager",(410) 206-6460,Restaurant,32.0,32,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing,40.729992,-74.003908,True,"49 Carmine Street, New York, New York 10014, United States",2020-03-16
https://labor.ny.gov/app/warn/details.asp?id=8039,4/8/2020,2019-1323,Stuart Goldberg,Temporary Plant Closing,New York,Moose Goose Holding Inc. dba The Grey Dog,"244 Mulberry Street  New York, NY 10012",NEW YORK CITY,New York City," Melissa Estes,HR Manager",(410) 206-6460,Restaurant,39.0,39,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing,40.722968,-73.995761,True,"244 Mulberry Street, New York, New York 10012, United States",2020-03-16
https://labor.ny.gov/app/warn/details.asp?id=8040,4/8/2020,2019-1324,Stuart Goldberg,Temporary Plant Closing,New York,Moose Goose Holding Inc. dba The Grey Dog,"90 University Place  New York, NY 10003",NEW YORK CITY,New York City," Melissa Estes,HR Manager",(410) 206-6460,Restaurant,31.0,31,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing,40.733773,-73.993101,True,"90 University Place, New York, New York 10003, United States",2020-03-16
https://labor.ny.gov/app/warn/details.asp?id=8041,4/7/2020,2019-1326,Frederick Danks,Temporary Plant Layoff,Suffolk,Crestline Hotels & Resorts Hilton Garden Inn Islip/MacArthur Airport,"3485 Veterans Memorial Highway  Ronkonkoma, NY 11779",SUFFOLK,Long Island," Denise Reynolds,Regional Vice President of Human Resources",(571) 529-6362,Hotel,34.0,------,3/27/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff,40.787162,-73.123059,True,"3485 Veterans Memorial Highway, Ronkonkoma, New York 11779, United States",2020-03-27
https://labor.ny.gov/app/warn/details.asp?id=8042,4/8/2020,2019-1320,Stuart Goldberg,Temporary Plant Layoff,New York,Hotel Pennsylvania,"401 Seventh Avenue  New York, NY 10001",NEW YORK CITY,New York City,Iris Campbell,(917) 842-3908,Hotel,410.0,,4/2/2020,,Unforeseeable business circumstances prompted by COVID-19,-----," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Layoff,40.75013,-73.990976,True,"401 7th Avenue, New York, New York 10001, United States",2020-04-02
https://labor.ny.gov/app/warn/details.asp?id=8043,3/29/2020,2019-1319,Stuart Goldberg,Temporary Plant Closing,New York,Major Food Group (MFG) 375 Park Food LLC,"99 East 52nd Street  New York, NY 10022",NEW YORK CITY,New York City," Kutina Ruhumbika,VP of Human Resources",-----,Restaurant,176.0,176,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing,40.758088,-73.97199300000003,True,"99 East 52nd Street, New York, New York 10022, United States",2020-03-16
https://labor.ny.gov/app/warn/details.asp?id=8044,4/7/2020,2019-1310,Stuart Goldberg,Temporary PLant Layoff,Queens,Avianca,"JFK International Airport Terminal #4B Concourse 2nd Floor, Room 275-168  Jamaica, NY 11430",NEW YORK CITY,Long Island," Roxana Penutt,HR Coordinator",(305) 599-7200 Ext: 3050,Airline,5.0,,4/1/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff,40.65,-73.78,True,"Jamaica, New York 11430, United States",2020-04-01
https://labor.ny.gov/app/warn/details.asp?id=8045,4/13/2020,2019-1328,Stuart Goldberg,Temporary Plant Layoff,New York,"Manhattan Luxury Automobiles, Inc.","627 11th Avenue  New York, NY 10036",NEW YORK CITY,New York City," Donna Talarico,HR Director",(201) 255-1243,Auto Dealership,59.0,,3/25/2020,,Unforeseeable business circumstances prompted by COVID-19,11-3195062,Local 259 UAW,Temporary Plant Layoff,40.763776,-73.99638399999998,True,"627 11th Avenue, New York, New York 10036, United States",2020-03-25
https://labor.ny.gov/app/warn/details.asp?id=8046,4/13/2020,2019-1327,Stuart Goldberg,Temporary Plant Layoff,Queens,"Lexus of Queens - Manhattan Luxury Automobiles, Inc.","40-40 Northern Blvd.  Long Island City, NY 11101",NEW YORK CITY,New York City," Donna Talarico,HR Director",(201) 255-1243,Auto Dealership,82.0,,3/25/2020,,Unforeseeable business circumstances prompted by COVID-19,,Local 259 UAW,Temporary Plant Layoff,40.752535,-73.923163,True,"40-40 Northern Boulevard, Queens, New York 11101, United States",2020-03-25
https://labor.ny.gov/app/warn/details.asp?id=8047,4/14/2020,2019-1318,Stuart Goldberg,Temporary Plant Layoff,New York,Building Maintenance Service LLC,"11 Penn Plaza  New York, NY 10001",NEW YORK CITY,New York City," Michael Silvestro,Senior VP Human Resources",(212) 345-0405,Cleaning Services,206.0,,,,Unforeseeable business circumstances prompted by COVID-19,13-2870172," Local 32BJ,Service Employees International Union",Temporary Plant Layoff,40.749376,-73.991513,True,"11 7th Avenue, New York, New York 10001, United States",
https://labor.ny.gov/app/warn/details.asp?id=8048,4/14/2020,2019-1317,Stuart Goldberg,Temporary Plant Layoff,New York,Vornado Two Penn Plaza LLC,"11 Penn Plaza  New York, NY 10001",NEW YORK CITY,New York City," Michael Silvestro,Senior Vice President Human Resources",(201) 345-0405,Realty,31.0,,,,Unforeseeable business circumstances prompted by COVID-19,," Local 32BJ,Service Employees International Union",Temporary Plant Layoff,40.749376,-73.991513,True,"11 7th Avenue, New York, New York 10001, United States",
https://labor.ny.gov/app/warn/details.asp?id=8049,4/14/2020,2019-1315,Stuart Goldberg,Temporary Plant Layoff,New York,770 Broadway Company LLC,"11 Penn Plaza  New York, NY 10001",NEW YORK CITY,New York City," Michael Silvestro,Senior Vice President Human Resources",(201) 345-0405,Realty,58.0,,,,Unforeseeable business circumstances prompted by COVID-19,," Local 32BJ,Service Employees International Union",Temporary Plant Layoff,40.749376,-73.991513,True,"11 7th Avenue, New York, New York 10001, United States",
https://labor.ny.gov/app/warn/details.asp?id=8050,4/14/2020,2019-1316,Stuart Goldberg,Temporary Plant Layoff,New York,Broadway Park Fee LLC,"11 Penn Plaza  New York, NY 10001",NEW YORK CITY,New York City," Michael Silvestro,Senior Vice President Human Resources",(201) 345-0405,Realty,40.0,,,,Unforeseeable business circumstances prompted by COVID-19,," Local 32BJ,Service Employees International Union",Temporary Plant Layoff,40.749376,-73.991513,True,"11 7th Avenue, New York, New York 10001, United States",
https://labor.ny.gov/app/warn/details.asp?id=8051,4/14/2020,2019-1313,Stuart Goldberg,Temporary Plant Layoff,New York,Eleven Penn Plaza LLC,"11 Penn Plaza  New York, NY 10001",NEW YORK CITY,New York City," Michael Silvestro,Senior Vice President Human Resources",(201) 345-0405,Realty,34.0,,,,Unforeseeable business circumstances prompted by COVID-19,," Local 32BJ,Service Employees International Union",Temporary Plant Layoff,40.749376,-73.991513,True,"11 7th Avenue, New York, New York 10001, United States",
https://labor.ny.gov/app/warn/details.asp?id=8052,4/14/2020,2019-1314,Stuart Goldberg,Temporary Plant Layoff,New York,Ninety Park Property LLC,"11 Penn Plaza  New York, NY 10001",NEW YORK CITY,New York City," Michael Silvestro,Senior Vice President Human Resources",(201) 345-0405,Realty,31.0,,,,Unforeseeable business circumstances prompted by COVID-19,," Local 32BJ,Service Employees International Union",Temporary Plant Layoff,40.749376,-73.991513,True,"11 7th Avenue, New York, New York 10001, United States",
https://labor.ny.gov/app/warn/details.asp?id=8053,4/14/2020,2019-1311,Stuart Goldberg,Temporary Plant Layoff,New York,VNO 100 West 33rd Street LLC,"11 Penn Plaza  New York, NY 10001",NEW YORK CITY,New York City," Michael Silvestro,Senior Vice President Human Resources",(201) 345-0405,Realty,42.0,,,,Unforeseeable business circumstances prompted by COVID-19,," Local 32BJ,Service Employees International Union",Temporary Plant Layoff,40.749376,-73.991513,True,"11 7th Avenue, New York, New York 10001, United States",
https://labor.ny.gov/app/warn/details.asp?id=8054,4/14/2020,2019-1312,Stuart Goldberg,Temporary Plant Layoff,New York,888 Seventh Ave LLC,"11 Penn Plaza  New York, NY 10001",NEW YORK CITY,New York City," Michael Silvestro,Senior Vice President Human Resources",(201) 345-0405,Realty,29.0,,,,Unforeseeable business circumstances prompted by COVID-19,," Local 32BJ,Service Employees International Union",Temporary Plant Layoff,40.749376,-73.991513,True,"11 7th Avenue, New York, New York 10001, United States",
https://labor.ny.gov/app/warn/details.asp?id=8055,4/13/2020,2019-1335,Elias Flores,Temporary Plant Layoff,Westchester,"Westchester Toyota Westchester Foreign Autos, Inc.","2167 Central Park Avenue  Yonkers, NY 10710",WESTCH/PTNM,Mid-Hudson," Donna Talarico,HR Director",(201) 255-1243,Auto Dealership,100.0,,3/25/2020,,Unforeseeable business circumstances prompted by COVID-19,13-3712797,Local No 810,Temporary Plant Layoff,40.972667,-73.835494,True,"2167 Central Park Avenue S, Yonkers, New York 10710, United States",2020-03-25
https://labor.ny.gov/app/warn/details.asp?id=8056,4/13/2020,2019-1334,Stuart Goldberg,Temporary Plant Layoff,Kings,Bay Ridge Chevrolet Inc.,"1575 86th Street  Brooklyn, NY 11220",NEW YORK CITY,New York City," Donna Talarico,HR Director",(201) 255-1243,Auto Dealership,39.0,,3/25/2020,,Unforeseeable business circumstances prompted by COVID-19,,Local 259 UAW,Temporary Plant Layoff,40.61029,-74.007326,True,"1575 86th Street, Brooklyn, New York 11228, United States",2020-03-25
https://labor.ny.gov/app/warn/details.asp?id=8057,4/13/2020,2019-1333,Stuart Goldberg,Temporary Plant Layoff,New York,"Toyota of Manhattan - Skyline Automobiles, Inc.","645 11th Avenue  New York, NY 10036",NEW YORK CITY,New York City," Donna Talarico,HR Director",(201) 255-1243,Auto Dealership,75.0,,3/25/2020,,Unforeseeable business circumstances prompted by COVID-19,11-3550327,Local 259 UAW,Temporary Plant Layoff,40.764264,-73.996031,True,"645 11th Avenue, New York, New York 10036, United States",2020-03-25
https://labor.ny.gov/app/warn/details.asp?id=8058,4/13/2020,2019-1332,Stuart Goldberg,Temporary Plant Layoff,Kings,"Bay Ridge Nissan, Inc.","6501 5th Avenue  Brooklyn, NY 11220",NEW YORK CITY,New York City," Donna Talarico,HR Director",(201) 255-1243,Auto Dealership,96.0,,3/25/2020,,Unforeseeable business circumstances prompted by COVID-19,11-3343319,Teamsters Local Union NO 202,Temporary Plant Layoff,40.636402,-74.019166,True,"6501 5th Avenue, Brooklyn, New York 11220, United States",2020-03-25
https://labor.ny.gov/app/warn/details.asp?id=8059,4/13/2020,2019-1331,Stuart Goldberg,Temporary Plant Layoff,Kings,"Bay Ridge Foreign Autos, Inc.","665 65th Street  Brooklyn, NY 11220",NEW YORK CITY,New York City," Donna Talarico,HR Director",(201) 255-1243,Auto Dealership,70.0,,3/25/2020,,Unforeseeable business circumstances prompted by COVID-19,46-5483795,Teamsters Local Union NO 202,Temporary Plant Layoff,40.63447,-74.01495,True,"665 65th St, Brooklyn, New York 11220, United States",2020-03-25
